OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,ZipCode,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseTypeGFA,SiteEnergyUse(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),UsageType,UsageType_Bin,NumPropertyUseTypes
179,2016,NonResidential,Small- and Mid-Sized Office,98118.0,2,GREATER_DUWAMISH,47.53827,-122.28406,1958,1.0,1,54765,0,54765,"Office, Other",Office,25765.0,25000.0,,4253369.5,0.0,3569337.0,684032.0,Multi_usage,1,2
180,2016,NonResidential,Other,98118.0,2,GREATER_DUWAMISH,47.53722,-122.284,2009,1.0,5,89821,0,89821,"Food Service, Office, Other - Lodging/Residential",Other - Lodging/Residential,46483.0,37938.0,4579.0,1950092.5,0.0,67462.0,1882631.0,Multi_usage,1,3
182,2016,NonResidential,University,98119.0,7,MAGNOLIA_QUEENANNE,47.65147,-122.36122,1980,1.0,2,52611,0,52611,College/University,College/University,52611.0,,,4116871.5,0.0,2479273.0,1637598.0,Mono_usage,0,1
183,2016,NonResidential,Residence Hall,98119.0,7,MAGNOLIA_QUEENANNE,47.65068,-122.36331,2001,1.0,4,139600,37500,102100,Residence Hall/Dormitory,Residence Hall/Dormitory,135520.0,,,4448582.5,0.0,2316298.0,2132284.0,Mono_usage,0,1
185,2016,SPS-District K-12,K-12 School,98125.0,5,NORTH,47.70763,-122.29453,2011,1.0,2,236758,0,236758,"K-12 School, Parking",K-12 School,238550.0,0.0,,8355988.5,0.0,4789948.0,3566039.0,Multi_usage,1,2
187,2016,NonResidential,Other,98122.0,3,CENTRAL,47.60462,-122.31549,1971,3.0,6,250981,0,250981,"Courthouse, Other",Other,137565.0,78357.0,,13071700.0,4336524.5,8155002.0,580172.0,Multi_usage,1,2
189,2016,SPS-District K-12,K-12 School,98117.0,6,NORTHWEST,47.68725,-122.35996,2002,1.0,3,62526,0,62526,K-12 School,K-12 School,62526.0,,,1986094.875,0.0,1114389.0,871706.0,Mono_usage,0,1
338,2016,NonResidential,Other,98101.0,7,DOWNTOWN,47.61598,-122.33448,2004,1.0,11,299070,68432,230638,Other,Other,250000.0,,,65336980.0,0.0,30651644.0,34685331.0,Mono_usage,0,1
190,2016,NonResidential,Small- and Mid-Sized Office,98108.0,2,GREATER_DUWAMISH,47.536,-122.31768,2007,1.0,3,64015,0,64015,"Non-Refrigerated Warehouse, Office, Other - Services",Office,30000.0,15000.0,9015.0,3242077.75,0.0,2657382.0,584696.0,Multi_usage,1,3
194,2016,NonResidential,Retail Store,98125.0,5,NORTH,47.70759,-122.3255,1951,1.0,1,530039,0,530039,"Restaurant, Retail Store",Retail Store,505103.0,24936.0,,27717034.0,0.0,16224529.0,11492503.0,Multi_usage,1,2
195,2016,NonResidential,Other,98125.0,5,NORTH,47.7066,-122.321,1964,1.0,3,54224,0,54224,Other/Specialty Hospital,Other/Specialty Hospital,47012.0,,,7265178.0,0.0,3344827.0,3920350.0,Mono_usage,0,1
197,2016,NonResidential,Retail Store,98125.0,5,NORTH,47.70619,-122.32586,1965,1.0,4,124342,0,124342,Retail Store,Retail Store,122000.0,,,8765978.0,0.0,8653621.0,112356.0,Mono_usage,0,1
200,2016,NonResidential,Other,98133.0,5,NORTHWEST,47.70956,-122.3345,1996,1.0,3,55442,0,55442,"Financial Office, Medical Office, Parking",Financial Office,28636.0,15385.0,8644.0,3191228.25,0.0,1859345.0,1331883.0,Multi_usage,1,3
205,2016,SPS-District K-12,K-12 School,98117.0,6,BALLARD,47.67661,-122.37489,1999,1.0,2,242795,0,242795,K-12 School,K-12 School,242795.0,,,9157150.0,0.0,7859464.0,1297685.0,Mono_usage,0,1
209,2016,NonResidential,Self-Storage Facility,98122.0,3,EAST,47.61233,-122.3171,1910,1.0,5,84870,0,84870,Self-Storage Facility,Self-Storage Facility,85521.0,,,1381590.125,0.0,482635.0,898955.0,Mono_usage,0,1
211,2016,Campus,University,98103.0,5,NORTHWEST,47.69936,-122.33401,1970,11.0,2,694072,111625,582447,College/University,College/University,667335.0,,,35891484.0,0.0,33450832.0,2440648.0,Mono_usage,0,1
212,2016,SPS-District K-12,K-12 School,98118.0,2,SOUTHEAST,47.54632,-122.28198,1952,1.0,2,173185,0,173185,K-12 School,K-12 School,173185.0,,,6127771.5,0.0,1800727.0,4327044.0,Mono_usage,0,1
214,2016,SPS-District K-12,K-12 School,98106.0,1,DELRIDGE,47.54862,-122.36214,1963,1.0,1,145341,0,145341,K-12 School,K-12 School,139069.0,,,5499097.0,0.0,1864967.0,3634130.0,Mono_usage,0,1
215,2016,NonResidential,Warehouse,98108.0,2,GREATER_DUWAMISH,47.55152,-122.31869,1904,1.0,4,114297,0,114297,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,114297.0,,,2100097.75,0.0,912475.0,1187623.0,Mono_usage,0,1
216,2016,SPS-District K-12,K-12 School,98118.0,2,SOUTHEAST,47.52407,-122.26586,1960,1.0,2,184125,0,184125,K-12 School,K-12 School,184125.0,,,8800292.0,0.0,2999862.0,5800430.0,Mono_usage,0,1
220,2016,NonResidential,Warehouse,98134.0,2,GREATER_DUWAMISH,47.55901,-122.33328,1937,1.0,1,234144,0,234144,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,234144.0,,,6744317.0,0.0,1316817.0,5427500.0,Mono_usage,0,1
223,2016,NonResidential,Retail Store,98126.0,1,DELRIDGE,47.52254,-122.36627,1966,1.0,1,64984,0,64984,Retail Store,Retail Store,65425.0,,,2944296.25,0.0,2613687.0,330609.0,Mono_usage,0,1
224,2016,NonResidential,Retail Store,98126.0,1,DELRIDGE,47.52254,-122.36627,1965,1.0,1,67745,0,67745,Retail Store,Retail Store,67782.0,,,9230223.0,0.0,2624102.0,6606121.0,Mono_usage,0,1
225,2016,SPS-District K-12,K-12 School,98126.0,1,DELRIDGE,47.52915,-122.36511,2010,1.0,2,367884,0,367884,K-12 School,K-12 School,367884.0,,,12265516.0,0.0,8205020.0,4060496.0,Mono_usage,0,1
226,2016,SPS-District K-12,K-12 School,98126.0,1,DELRIDGE,47.51778,-122.37074,1958,1.0,1,46797,0,46797,K-12 School,K-12 School,46797.0,,,2075891.0,0.0,797204.0,1278687.0,Mono_usage,0,1
228,2016,NonResidential,Other,98117.0,6,BALLARD,47.67767,-122.39631,1973,1.0,3,56000,0,56000,Other,Other,56000.0,,,1851260.5,0.0,844864.0,1006396.0,Mono_usage,0,1
229,2016,SPS-District K-12,K-12 School,98118.0,2,SOUTHEAST,47.54174,-122.27691,2004,1.0,2,67371,0,67371,K-12 School,K-12 School,67371.0,,,2128459.0,0.0,1445339.0,683120.0,Mono_usage,0,1
230,2016,NonResidential,Self-Storage Facility,98126.0,1,SOUTHWEST,47.54508,-122.37737,1969,1.0,2,52088,0,52088,Self-Storage Facility,Self-Storage Facility,52088.0,,,1377519.5,0.0,523765.0,853755.0,Mono_usage,0,1
231,2016,SPS-District K-12,K-12 School,98103.0,4,LAKE_UNION,47.65708,-122.33803,2010,1.0,3,127776,0,127776,K-12 School,K-12 School,127776.0,,,4748137.0,0.0,3729930.0,1018207.0,Mono_usage,0,1
232,2016,NonResidential,Hotel,98109.0,3,LAKE_UNION,47.62972,-122.32906,1998,1.0,5,123920,30000,93920,"Hotel, Parking, Swimming Pool",Hotel,123920.0,30000.0,0.0,9373179.0,0.0,4079217.0,5293961.0,Multi_usage,1,3
233,2016,Nonresidential COS,Other,98109.0,3,LAKE_UNION,47.62759,-122.33661,1900,1.0,1,50000,0,50000,Museum,Museum,43000.0,,,7548807.0,0.0,3797924.0,3750882.0,Mono_usage,0,1
234,2016,Nonresidential COS,Warehouse,98109.0,7,MAGNOLIA_QUEENANNE,47.62591,-122.34084,1926,1.0,2,50292,0,50292,"Non-Refrigerated Warehouse, Office, Other - Services, Residence Hall/Dormitory",Non-Refrigerated Warehouse,42345.0,5000.0,4730.0,430473.6875,0.0,430474.0,0.0,Multi_usage,1,4
235,2016,NonResidential,Hotel,98109.0,7,MAGNOLIA_QUEENANNE,47.62782,-122.34045,1998,1.0,7,207656,54341,153315,Hotel,Hotel,141591.0,,,11171988.0,0.0,5530787.0,5641200.0,Mono_usage,0,1
237,2016,SPS-District K-12,K-12 School,98117.0,6,BALLARD,47.68359,-122.37308,1999,1.0,2,67235,0,67235,K-12 School,K-12 School,67235.0,,,2284133.75,0.0,1564728.0,719406.0,Mono_usage,0,1
238,2016,Nonresidential COS,Small- and Mid-Sized Office,98103.0,5,NORTHWEST,47.70044,-122.34136,1957,1.0,2,91130,0,91130,"Data Center, Distribution Center, Office, Other, Parking",Office,57968.0,32881.0,11850.0,9472358.0,0.0,7093984.0,2378373.0,Multi_usage,1,5
239,2016,SPS-District K-12,K-12 School,98136.0,1,SOUTHWEST,47.54025,-122.3885,1991,1.0,3,58118,0,58118,K-12 School,K-12 School,59014.0,,,1407277.25,0.0,1158457.0,248820.0,Mono_usage,0,1
241,2016,NonResidential,Hotel,98133.0,5,NORTHWEST,47.70916,-122.33216,1968,1.0,4,64893,0,64893,Hotel,Hotel,64893.0,,,6197825.0,0.0,2620548.0,3577277.0,Mono_usage,0,1
243,2016,SPS-District K-12,K-12 School,98108.0,2,GREATER_DUWAMISH,47.53809,-122.29591,1925,1.0,1,70762,0,70762,K-12 School,K-12 School,70762.0,,,3606416.0,0.0,491106.0,3115310.0,Mono_usage,0,1
244,2016,NonResidential,Small- and Mid-Sized Office,98104.0,7,DOWNTOWN,47.60105,-122.33518,1900,1.0,3,44558,0,44558,"Office, Restaurant, Self-Storage Facility",Office,34416.0,7672.0,2470.0,1677002.25,0.0,1317637.0,359365.0,Multi_usage,1,3
245,2016,NonResidential,Other,98134.0,2,GREATER_DUWAMISH,47.59544,-122.33159,1999,1.0,6,1585960,327680,1258280,"Other - Entertainment/Public Assembly, Parking",Other - Entertainment/Public Assembly,1585960.0,0.0,,59757440.0,0.0,49439914.0,10317518.0,Multi_usage,1,2
247,2016,Nonresidential COS,Distribution Center,98134.0,2,GREATER_DUWAMISH,47.57199,-122.32811,1924,1.0,2,179161,0,179161,"Data Center, Distribution Center, Office, Other",Distribution Center,117476.0,37321.0,25543.0,9436408.0,0.0,8772104.0,664302.0,Multi_usage,1,4
248,2016,Nonresidential COS,Warehouse,98134.0,2,GREATER_DUWAMISH,47.57199,-122.32811,1965,1.0,2,58640,0,58640,"Non-Refrigerated Warehouse, Office, Other, Other - Services",Non-Refrigerated Warehouse,40831.0,16735.0,11533.0,3928695.25,0.0,3928695.0,0.0,Multi_usage,1,4
249,2016,NonResidential,Other,98134.0,2,GREATER_DUWAMISH,47.59085,-122.33354,1999,1.0,3,1172127,0,1172127,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,1172127.0,,,58761304.0,0.0,40622381.0,18138920.0,Mono_usage,0,1
250,2016,NonResidential,Hotel,98134.0,2,GREATER_DUWAMISH,47.59269,-122.33372,2005,1.0,9,168449,14567,153882,"Food Service, Hotel, Parking",Hotel,135006.0,20600.0,9216.0,12726789.0,0.0,6232233.0,6494555.0,Multi_usage,1,3
257,2016,NonResidential,Warehouse,98134.0,1,GREATER_DUWAMISH,47.57507,-122.35747,1916,0.0,4,79600,0,79600,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,79600.0,,,2411402.25,0.0,2411402.0,0.0,Mono_usage,0,1
260,2016,SPS-District K-12,K-12 School,98103.0,4,LAKE_UNION,47.65996,-122.33962,1997,1.0,4,241066,0,241066,K-12 School,K-12 School,241066.0,,,7791957.0,0.0,3096316.0,4695641.0,Mono_usage,0,1
261,2016,Campus,Large Office,98108.0,1,GREATER_DUWAMISH,47.52429,-122.31234,1980,14.0,2,334368,31874,302494,"Laboratory, Non-Refrigerated Warehouse, Office, Other - Utility",Office,240984.0,72963.0,16766.0,53466684.0,0.0,45321378.0,8145300.0,Multi_usage,1,4
263,2016,NonResidential,Other,98125.0,5,NORTH,47.70281,-122.32532,2008,1.0,6,419848,335109,84739,"Fast Food Restaurant, Medical Office, Movie Theater, Parking, Retail Store",Parking,335109.0,65000.0,13567.0,9134963.0,0.0,6995246.0,2139716.0,Multi_usage,1,5
267,2016,NonResidential,Hotel,98101.0,7,DOWNTOWN,47.61275,-122.3333,1999,1.0,0,934292,0,934292,"Hotel, Other, Parking, Restaurant, Retail Store",Hotel,495536.0,438756.0,49700.0,65047284.0,0.0,39364114.0,25683162.0,Multi_usage,1,5
268,2016,NonResidential,Hospital,98122.0,3,CENTRAL,47.60705,-122.30966,1990,6.0,5,597519,0,597519,"Hospital (General Medical & Surgical), Parking",Hospital (General Medical & Surgical),601615.0,48607.0,,143423024.0,0.0,58754927.0,84668094.0,Multi_usage,1,2
273,2016,SPS-District K-12,K-12 School,98106.0,1,DELRIDGE,47.52518,-122.34828,1999,1.0,1,71714,0,71714,K-12 School,K-12 School,71714.0,,,2371358.0,0.0,1944216.0,427142.0,Mono_usage,0,1
274,2016,NonResidential,Warehouse,98103.0,4,LAKE_UNION,47.65097,-122.34227,1991,1.0,3,75397,8161,67236,"Non-Refrigerated Warehouse, Parking",Non-Refrigerated Warehouse,67236.0,8161.0,,549181.375,0.0,423381.0,125800.0,Multi_usage,1,2
278,2016,NonResidential,Senior Care Community,98104.0,2,DOWNTOWN,47.59626,-122.3218,1999,1.0,5,102796,12611,90185,"K-12 School, Medical Office, Office, Restaurant, Retail Store, Senior Care Community",Senior Care Community,55259.0,40091.0,3231.0,10105379.0,0.0,7428816.0,2676561.0,Multi_usage,1,6
279,2016,SPS-District K-12,K-12 School,98116.0,1,SOUTHWEST,47.57678,-122.38459,2002,1.0,2,208981,0,208981,K-12 School,K-12 School,208981.0,,,8164853.0,0.0,4894851.0,3270002.0,Mono_usage,0,1
281,2016,NonResidential,K-12 School,98105.0,4,NORTHEAST,47.66568,-122.31368,1928,1.0,2,55653,0,55653,K-12 School,K-12 School,55500.0,,,1377627.0,0.0,6138.0,1371489.0,Mono_usage,0,1
282,2016,NonResidential,Hotel,98105.0,4,NORTHEAST,47.66151,-122.31457,1931,1.0,16,106860,0,106860,Hotel,Hotel,106860.0,,,11935719.0,0.0,3561742.0,8373976.0,Mono_usage,0,1
283,2016,NonResidential,Small- and Mid-Sized Office,98125.0,5,NORTH,47.71895,-122.29475,1972,1.0,5,50759,0,50759,"Office, Restaurant",Office,47079.0,3680.0,,3147042.0,0.0,2558533.0,588509.0,Multi_usage,1,2
284,2016,NonResidential,Worship Facility,98105.0,4,NORTHEAST,47.66182,-122.31113,1952,1.0,2,56772,0,56772,Worship Facility,Worship Facility,56772.0,,,2439484.75,0.0,975113.0,1464372.0,Mono_usage,0,1
285,2016,NonResidential,Worship Facility,98105.0,4,NORTHEAST,47.6626,-122.31164,1952,1.0,3,103000,0,103000,Worship Facility,Worship Facility,103000.0,,,4854429.5,0.0,2338435.0,2515995.0,Mono_usage,0,1
286,2016,SPS-District K-12,K-12 School,98115.0,4,NORTHEAST,47.67723,-122.31281,2006,1.0,3,269297,0,269297,K-12 School,K-12 School,269297.0,,,10498344.0,0.0,7203965.0,3294379.0,Mono_usage,0,1
287,2016,SPS-District K-12,K-12 School,98115.0,4,NORTHEAST,47.67184,-122.29221,2001,1.0,3,75174,0,75174,K-12 School,K-12 School,75174.0,,,2733846.0,0.0,1589543.0,1144302.0,Mono_usage,0,1
289,2016,SPS-District K-12,K-12 School,98119.0,7,MAGNOLIA_QUEENANNE,47.64052,-122.3656,2003,1.0,3,75214,0,75214,K-12 School,K-12 School,75214.0,,,2334260.0,0.0,1733685.0,600575.0,Mono_usage,0,1
290,2016,SPS-District K-12,K-12 School,98116.0,1,SOUTHWEST,47.57298,-122.39028,2005,1.0,3,134918,0,134918,K-12 School,K-12 School,134918.0,,,3822102.5,0.0,2895105.0,926998.0,Mono_usage,0,1
291,2016,SPS-District K-12,K-12 School,98144.0,3,CENTRAL,47.59096,-122.29985,1991,1.0,2,64414,0,64414,K-12 School,K-12 School,65310.0,,,2295176.5,0.0,2295176.0,0.0,Mono_usage,0,1
292,2016,SPS-District K-12,K-12 School,98115.0,6,NORTHWEST,47.67725,-122.32232,1927,1.0,3,92437,0,92437,K-12 School,K-12 School,92437.0,,,4626443.0,0.0,967866.0,3658577.0,Mono_usage,0,1
293,2016,NonResidential,Other,98101.0,7,DOWNTOWN,47.61103,-122.33238,1914,1.0,7,128766,0,128766,"Office, Other, Other - Entertainment/Public Assembly",Other - Entertainment/Public Assembly,109754.0,12876.0,6136.0,6057410.0,0.0,5732650.0,324760.0,Multi_usage,1,3
294,2016,NonResidential,Residence Hall,98101.0,7,DOWNTOWN,47.6079,-122.33266,1913,1.0,9,107572,0,107572,"Office, Residence Hall/Dormitory, Retail Store",Residence Hall/Dormitory,63934.0,27143.0,10568.0,5572503.0,3076446.5,2496056.0,0.0,Multi_usage,1,3
295,2016,NonResidential,Other,98101.0,7,DOWNTOWN,47.60699,-122.33481,1955,1.0,15,230880,0,230880,Other,Other,203000.0,,,62197176.0,0.0,62197171.0,0.0,Mono_usage,0,1
300,2016,SPS-District K-12,K-12 School,98108.0,2,GREATER_DUWAMISH,47.55237,-122.31391,2007,1.0,3,204961,0,204961,K-12 School,K-12 School,204961.0,,,8190809.0,0.0,4528726.0,3662082.0,Mono_usage,0,1
302,2016,NonResidential,Other,98119.0,7,MAGNOLIA_QUEENANNE,47.63965,-122.3783,1973,1.0,1,76086,0,76086,Other,Other,77810.0,,,3267564.0,0.0,1563366.0,1704198.0,Mono_usage,0,1
313,2016,NonResidential,Medical Office,98119.0,7,MAGNOLIA_QUEENANNE,47.61972,-122.36033,1927,1.0,5,190000,39000,151000,"Medical Office, Office",Medical Office,146741.0,9805.0,,28731502.0,0.0,18745441.0,9986059.0,Multi_usage,1,2
314,2016,NonResidential,Hotel,98121.0,7,DOWNTOWN,47.6124,-122.35075,1961,1.0,4,122309,0,122309,Hotel,Hotel,122309.0,,,25453690.0,0.0,6322533.0,19131155.0,Mono_usage,0,1
315,2016,Campus,Other,98125.0,7,DOWNTOWN,47.61137,-122.34947,1995,4.0,3,215476,0,215476,Other,Other,217088.0,,,24017770.0,0.0,13788853.0,10228916.0,Mono_usage,0,1
316,2016,NonResidential,Hotel,98121.0,7,DOWNTOWN,47.61069,-122.34653,2003,1.0,8,254273,38800,215473,Hotel,Hotel,277000.0,,,26659244.0,0.0,13763542.0,12895700.0,Mono_usage,0,1
317,2016,Nonresidential COS,Other,98101.0,7,DOWNTOWN,47.60729,-122.34211,1980,1.0,2,69400,0,69400,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,69400.0,,,14833476.0,0.0,10534370.0,4299104.0,Mono_usage,0,1
318,2016,NonResidential,Mixed Use Property,98104.0,7,DOWNTOWN,47.6041,-122.33958,1900,1.0,1,62900,0,62900,"Other, Restaurant, Retail Store",Restaurant,32494.0,29793.0,3384.300049,10394330.0,0.0,3787933.0,6606397.0,Multi_usage,1,3
319,2016,NonResidential,Small- and Mid-Sized Office,98104.0,7,DOWNTOWN,47.60271,-122.33557,1914,1.0,4,56500,0,56500,"Office, Retail Store",Office,33000.0,7000.0,,1380293.625,492761.8125,887532.0,0.0,Multi_usage,1,2
320,2016,NonResidential,Warehouse,98134.0,2,GREATER_DUWAMISH,47.59486,-122.32455,2008,1.0,4,203504,0,203504,"Non-Refrigerated Warehouse, Other - Services",Non-Refrigerated Warehouse,159372.0,44132.0,,3785282.5,0.0,3785282.0,0.0,Multi_usage,1,2
322,2016,NonResidential,Large Office,98121.0,7,DOWNTOWN,47.61757,-122.35122,1968,0.0,3,100734,26731,74003,Office,Office,100734.0,,,9788717.0,0.0,9788716.0,0.0,Mono_usage,0,1
323,2016,NonResidential,Small- and Mid-Sized Office,98121.0,7,DOWNTOWN,47.61703,-122.35012,1981,1.0,4,77662,18504,59158,"Office, Parking",Office,62108.0,17570.0,,5007401.0,0.0,4286102.0,721298.0,Multi_usage,1,2
324,2016,NonResidential,Large Office,98121.0,7,DOWNTOWN,47.61619,-122.34599,1978,1.0,12,234000,21790,212210,"Financial Office, Laboratory, Office, Parking",Office,173786.0,29865.0,25373.0,18661606.0,0.0,18246151.0,415452.0,Multi_usage,1,4
326,2016,NonResidential,Large Office,98101.0,7,DOWNTOWN,47.61217,-122.33694,1989,1.0,25,369996,0,369996,"Office, Parking",Office,383942.0,127192.0,,24755086.0,0.0,24755084.0,0.0,Multi_usage,1,2
327,2016,NonResidential,Retail Store,98101.0,7,DOWNTOWN,47.61229,-122.33629,1925,1.0,10,693450,0,693450,"Office, Retail Store",Retail Store,361107.0,332343.0,,40062888.0,21230.80078,37497068.0,2544584.0,Multi_usage,1,2
328,2016,NonResidential,Large Office,98191.0,7,DOWNTOWN,47.61316,-122.3343,1976,1.0,33,791396,0,791396,"Lifestyle Center, Office, Other, Parking, Restaurant",Office,622034.0,132465.0,33110.0,40847752.0,0.0,40839637.0,538251.0,Multi_usage,1,5
329,2016,NonResidential,Large Office,98101.0,7,DOWNTOWN,47.61399,-122.33523,2000,1.0,23,747747,205076,542671,"Office, Parking, Restaurant",Office,542461.0,219045.0,9337.0,30985420.0,0.0,27883939.0,3101477.0,Multi_usage,1,3
330,2016,NonResidential,Small- and Mid-Sized Office,98101.0,7,DOWNTOWN,47.61356,-122.33665,1926,1.0,10,63409,7757,55652,"Office, Retail Store",Office,45260.0,6187.0,,3444270.0,2086424.75,1357845.0,0.0,Multi_usage,1,2
331,2016,NonResidential,Large Office,98101.0,7,DOWNTOWN,47.61375,-122.33566,1930,1.0,17,204790,30000,174790,"Office, Other - Recreation, Parking, Retail Store",Office,142034.0,17070.0,14666.0,7739699.0,0.0,6736076.0,1003622.0,Multi_usage,1,4
332,2016,NonResidential,Small- and Mid-Sized Office,98101.0,7,DOWNTOWN,47.61256,-122.33808,1916,1.0,5,73399,0,73399,"Office, Retail Store",Office,51557.0,9976.0,,3757006.0,0.0,3757005.0,0.0,Multi_usage,1,2
333,2016,NonResidential,Large Office,98101.0,7,DOWNTOWN,47.61391,-122.33725,1969,1.0,20,265851,32334,233517,"Office, Parking",Office,226454.0,29214.0,,14633233.0,6568832.0,8064399.0,0.0,Multi_usage,1,2
334,2016,NonResidential,Large Office,98121.0,7,DOWNTOWN,47.61578,-122.33726,2009,1.0,25,758043,228668,529375,"Office, Parking",Office,582725.0,191082.0,,27018020.0,0.0,26131643.0,886373.0,Multi_usage,1,2
335,2016,NonResidential,Large Office,98121.0,7,DOWNTOWN,47.61641,-122.34112,1968,1.0,12,206000,0,206000,"Office, Parking",Office,161000.0,51250.0,,8580279.0,2312496.75,6267781.0,0.0,Multi_usage,1,2
336,2016,NonResidential,Large Office,98101.0,7,DOWNTOWN,47.61555,-122.33582,2009,1.0,36,824887,154972,669915,"Office, Parking",Office,743562.0,161119.0,,39523852.0,0.0,39523847.0,0.0,Multi_usage,1,2
337,2016,NonResidential,Large Office,98101.0,7,DOWNTOWN,47.61516,-122.33303,1990,1.0,16,480840,141600,339240,"Fitness Center/Health Club/Gym, Office, Other, Parking, Restaurant",Office,311736.0,123356.0,18239.0,17867002.0,0.0,17733276.0,133724.0,Multi_usage,1,5
339,2016,NonResidential,Small- and Mid-Sized Office,98104.0,7,DOWNTOWN,47.60266,-122.33332,1900,1.0,7,89550,0,89550,"Office, Retail Store, Social/Meeting Hall",Office,64712.0,10058.0,7030.0,3903259.75,348386.8125,3554872.0,0.0,Multi_usage,1,3
340,2016,NonResidential,Small- and Mid-Sized Office,98104.0,7,DOWNTOWN,47.60219,-122.33347,1900,1.0,6,89355,0,89355,"Office, Retail Store",Office,82355.0,7000.0,,4178233.5,0.0,4116601.0,61632.0,Multi_usage,1,2
341,2016,NonResidential,Large Office,98104.0,7,DOWNTOWN,47.6036,-122.33288,1922,1.0,15,388934,0,388934,Office,Office,388934.0,,,18576900.0,1192343.75,17384553.0,0.0,Mono_usage,0,1
342,2016,NonResidential,Large Office,98104.0,7,DOWNTOWN,47.60403,-122.33497,1929,1.0,22,384302,0,384302,"Convenience Store without Gas Station, Food Service, Office",Office,348969.0,3291.899902,1437.0,10062436.0,0.0,10062435.0,0.0,Multi_usage,1,3
343,2016,NonResidential,Large Office,98104.0,7,DOWNTOWN,47.6037,-122.33447,1958,1.0,17,378525,84600,293925,"Office, Parking",Office,236827.0,83311.0,14679.0,24906132.0,10921066.0,13985064.0,0.0,Multi_usage,1,2
345,2016,NonResidential,Large Office,98104.0,7,DOWNTOWN,47.60505,-122.33427,1983,1.0,47,1323055,0,1323055,"Office, Parking, Restaurant",Office,1011135.0,272682.0,37595.0,44683660.0,0.0,44521844.0,161812.0,Multi_usage,1,3
346,2016,NonResidential,Large Office,98104.0,7,DOWNTOWN,47.60567,-122.33511,1986,1.0,41,589921,129432,460489,"Office, Parking, Pre-school/Daycare",Office,470416.0,107667.0,10290.0,24603420.0,0.0,24603417.0,0.0,Multi_usage,1,3
347,2016,NonResidential,Small- and Mid-Sized Office,98104.0,7,DOWNTOWN,47.60542,-122.33588,1950,1.0,6,91091,1392,89699,"Office, Parking",Office,89699.0,1392.0,,1835804.875,480784.0,1355021.0,0.0,Multi_usage,1,2
348,2016,NonResidential,Large Office,98101.0,7,DOWNTOWN,47.60581,-122.33664,1968,1.0,8,157941,62993,94948,"Office, Parking",Office,84838.0,15401.0,,3743228.5,0.0,3743228.0,0.0,Multi_usage,1,2
349,2016,NonResidential,Large Office,98101.0,7,DOWNTOWN,47.60614,-122.33674,1991,1.0,29,635303,197231,438072,"Office, Parking",Office,522667.0,194435.0,6122.0,18221224.0,180731.7969,18040489.0,0.0,Multi_usage,1,2
351,2016,NonResidential,Large Office,98101.0,7,DOWNTOWN,47.60655,-122.33533,1980,1.0,34,776762,162604,614158,"Office, Parking",Office,606050.0,154947.0,,32552428.0,0.0,32457349.0,95076.0,Multi_usage,1,2
352,2016,NonResidential,Large Office,98101.0,7,DOWNTOWN,47.60671,-122.33456,1972,1.0,14,186768,23775,162993,"Data Center, Office, Parking",Office,182540.0,33671.0,240.0,9641043.0,2154977.5,7486064.0,0.0,Multi_usage,1,3
353,2016,NonResidential,Large Office,98154.0,7,DOWNTOWN,47.60615,-122.33388,1969,1.0,49,1123435,368980,754455,"Financial Office, Food Sales, Office, Other, Parking",Office,808980.0,232248.0,30329.0,45163308.0,0.0,38378889.0,6784415.0,Multi_usage,1,5
354,2016,NonResidential,Large Office,98104.0,7,DOWNTOWN,47.60549,-122.33319,2002,1.0,37,1052469,164420,888049,"Convenience Store without Gas Station, Data Center, Financial Office, Fitness Center/Health Club/Gym, Office, Other, Parking, Personal Services (Health/Beauty, Dry Cleaning, etc), Restaurant",Office,765351.0,185581.0,103478.0,41213584.0,0.0,41213579.0,0.0,Multi_usage,1,11
355,2016,NonResidential,Large Office,98164.0,7,DOWNTOWN,47.60616,-122.33165,1973,1.0,42,617684,171500,446184,"Financial Office, Office, Parking, Retail Store",Office,581558.0,189600.0,18026.0,69519808.0,882983.5,68636822.0,0.0,Multi_usage,1,4
356,2016,NonResidential,Large Office,98104.0,7,DOWNTOWN,47.60471,-122.33261,1907,1.0,8,201480,0,201480,"Non-Refrigerated Warehouse, Office, Retail Store",Office,161762.0,29094.0,10624.0,8921778.0,1619966.875,7301810.0,0.0,Multi_usage,1,3
357,2016,Nonresidential COS,Large Office,98104.0,3,DOWNTOWN,47.60501,-122.32988,1990,1.0,63,1354987,159600,1195387,"Office, Parking",Office,1191115.0,159599.0,18656.0,61576184.0,0.0,61576180.0,0.0,Multi_usage,1,2
