OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,ZipCode,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseTypeGFA,SiteEnergyUse(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),UsageType,UsageType_Bin,NumPropertyUseTypes
373,2016,NonResidential,Large Office,98121.0,7,DOWNTOWN,47.61431,-122.34244,1979,1.0,24,543876,116721,427155,"Office, Parking",Office,424044.0,107300.0,,25307744.0,0.0,25307741.0,0.0,Multi_usage,1,2
374,2016,NonResidential,Mixed Use Property,98121.0,7,DOWNTOWN,47.6177,-122.3545,1980,1.0,4,109347,38700,70647,"Laboratory, Office, Parking",Laboratory,42389.0,38700.0,28258.0,8218155.5,0.0,7484659.0,733496.0,Multi_usage,1,3
375,2016,NonResidential,Large Office,98121.0,7,DOWNTOWN,47.6182,-122.352,1982,1.0,6,396626,124216,272410,"Office, Parking",Office,274002.0,122624.0,,20361158.0,0.0,20361156.0,0.0,Multi_usage,1,2
376,2016,NonResidential,Large Office,98121.0,7,DOWNTOWN,47.61598,-122.34369,2002,1.0,6,287471,83591,203880,"Office, Other, Other - Restaurant/Bar, Parking",Office,191814.0,72178.0,5322.0,14913424.0,0.0,14913422.0,0.0,Multi_usage,1,4
377,2016,NonResidential,Large Office,98121.0,7,DOWNTOWN,47.61734,-122.34434,1947,1.0,3,192630,48512,144118,"Office, Parking",Office,146157.0,48199.0,,5357833.0,0.0,5169641.0,188191.0,Multi_usage,1,2
379,2016,NonResidential,Large Office,98121.0,7,DOWNTOWN,47.6176,-122.35686,1984,1.0,8,253103,61986,191117,"Laboratory, Office, Other, Parking",Office,158681.0,70190.0,21782.0,29949248.0,0.0,29949243.0,0.0,Multi_usage,1,4
381,2016,NonResidential,Supermarket / Grocery Store,98117.0,6,NORTHWEST,47.7019,-122.36374,1956,1.0,1,60880,0,60880,Supermarket/Grocery Store,Supermarket/Grocery Store,61666.0,,,14293972.0,0.0,8125218.0,6168753.0,Mono_usage,0,1
382,2016,NonResidential,Small- and Mid-Sized Office,98104.0,7,DOWNTOWN,47.60227,-122.33202,1900,1.0,5,50176,0,50176,"Office, Other, Restaurant",Office,50328.0,8329.0,4253.0,2933288.75,0.0,2836654.0,96634.0,Multi_usage,1,3
383,2016,NonResidential,Large Office,98104.0,7,DOWNTOWN,47.60198,-122.33174,1912,1.0,42,304346,0,304346,"Office, Other - Restaurant/Bar, Retail Store, Single Family Home",Office,245028.0,8429.0,7518.0,23262244.0,1014422.375,11239744.0,11008077.0,Multi_usage,1,4
384,2016,NonResidential,Warehouse,98108.0,2,GREATER_DUWAMISH,47.54066,-122.33023,1977,1.0,1,128800,0,128800,"Non-Refrigerated Warehouse, Other",Non-Refrigerated Warehouse,119200.0,9600.0,,1809101.5,0.0,371850.0,1437252.0,Multi_usage,1,2
385,2016,NonResidential,Large Office,98101.0,7,DOWNTOWN,47.60932,-122.33388,1927,1.0,8,321945,0,321945,"Office, Performing Arts, Retail Store",Office,166919.0,39355.0,19787.0,13656587.0,3700629.75,9955956.0,0.0,Multi_usage,1,3
386,2016,NonResidential,Large Office,98101.0,7,DOWNTOWN,47.60842,-122.33305,1964,1.0,22,336330,0,336330,"Office, Other - Restaurant/Bar, Parking",Office,256299.0,66430.0,7438.0,18967014.0,5370612.0,13134207.0,462194.0,Multi_usage,1,3
387,2016,NonResidential,Large Office,98101.0,7,DOWNTOWN,47.60869,-122.33588,1960,1.0,21,298426,0,298426,"Office, Other - Education, Parking",Office,286538.0,197750.0,11888.0,27076922.0,12760971.0,14315950.0,0.0,Multi_usage,1,3
388,2016,NonResidential,Large Office,98101.0,7,DOWNTOWN,47.60896,-122.33481,1976,1.0,42,635824,0,635824,"Financial Office, Office, Other, Parking, Restaurant",Office,718473.0,40000.0,19671.0,48479988.0,0.0,48479982.0,0.0,Multi_usage,1,5
389,2016,NonResidential,Hotel,98101.0,7,DOWNTOWN,47.60804,-122.33391,1923,1.0,12,542305,0,542305,"Hotel, Swimming Pool",Hotel,542305.0,0.0,,56485204.0,28438884.0,24078107.0,3968211.0,Multi_usage,1,2
390,2016,NonResidential,Retail Store,98144.0,2,SOUTHEAST,47.57936,-122.29744,1980,1.0,2,291940,0,291940,"Office, Retail Store",Retail Store,191940.0,100000.0,,11688601.0,0.0,9933861.0,1754739.0,Multi_usage,1,2
391,2016,NonResidential,Mixed Use Property,98108.0,2,GREATER_DUWAMISH,47.52871,-122.29443,1970,0.0,1,88400,0,88400,"Distribution Center, Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,33450.0,29620.0,27715.0,4383100.5,0.0,2530658.0,1852442.0,Multi_usage,1,3
392,2016,NonResidential,Warehouse,98133.0,5,NORTHWEST,47.72912,-122.34677,1960,1.0,1,52311,0,52311,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,51116.0,,,930611.875,0.0,16765.0,913847.0,Mono_usage,0,1
393,2016,NonResidential,Other,98109.0,7,LAKE_UNION,47.62323,-122.33028,2009,1.0,5,141131,69710,71421,"Office, Parking, Personal Services (Health/Beauty, Dry Cleaning, etc)",Parking,74831.0,71643.0,,3085814.0,0.0,3085813.0,0.0,Multi_usage,1,5
394,2016,NonResidential,Large Office,98109.0,7,LAKE_UNION,47.62333,-122.3296,2001,1.0,5,176532,70067,106465,"Office, Parking",Office,103494.0,70067.0,,5803409.0,0.0,5803409.0,0.0,Multi_usage,1,2
395,2016,NonResidential,Warehouse,98107.0,6,BALLARD,47.65825,-122.3683,1973,1.0,1,52500,0,52500,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,49395.0,5853.0,,3989399.0,0.0,3064777.0,924621.0,Multi_usage,1,2
396,2016,NonResidential,Warehouse,98107.0,6,BALLARD,47.66587,-122.38476,1959,1.0,2,57300,0,57300,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,29001.0,28299.0,,4560492.0,0.0,1853914.0,2706578.0,Multi_usage,1,2
398,2016,NonResidential,Large Office,98121.0,7,DOWNTOWN,47.61429,-122.35263,1916,1.0,6,350310,0,350310,"College/University, Office, Restaurant",Office,305233.0,26900.0,7666.0,18102026.0,0.0,15974366.0,2127656.0,Multi_usage,1,3
399,2016,NonResidential,Large Office,98101.0,7,DOWNTOWN,47.60723,-122.33611,1988,1.0,55,1400000,285000,1115000,"Office, Other, Parking, Restaurant",Office,994116.0,264481.0,133598.0,53079164.0,2179487.75,49472833.0,1426840.0,Multi_usage,1,4
401,2016,NonResidential,Hotel,98101.0,7,DOWNTOWN,47.60968,-122.33379,1930,1.0,21,305548,0,305548,Hotel,Hotel,310000.0,,,33729336.0,16284570.0,14578058.0,2866705.0,Mono_usage,0,1
402,2016,NonResidential,Large Office,98101.0,7,DOWNTOWN,47.61054,-122.33466,1989,1.0,46,1536606,512608,1023998,"Financial Office, Office, Other, Parking, Restaurant, Retail Store",Office,1002403.0,377046.0,53116.0,56606136.0,0.0,53668061.0,2938070.0,Multi_usage,1,6
403,2016,NonResidential,Large Office,98101.0,7,DOWNTOWN,47.61003,-122.33452,1958,1.0,10,135918,0,135918,Office,Office,144570.0,,,6423556.5,2121203.0,4302353.0,0.0,Mono_usage,0,1
404,2016,NonResidential,Retail Store,98101.0,7,DOWNTOWN,47.61159,-122.33601,1914,1.0,4,79957,0,79957,"Office, Retail Store",Retail Store,35694.0,29723.0,,5252131.0,0.0,5252130.0,0.0,Multi_usage,1,2
405,2016,NonResidential,Large Office,98101.0,7,DOWNTOWN,47.61166,-122.33528,1921,1.0,4,127268,0,127268,"Non-Refrigerated Warehouse, Office, Retail Store",Office,62512.0,53971.0,5000.0,7711757.5,714523.6875,6039805.0,957428.0,Multi_usage,1,3
406,2016,NonResidential,Large Office,98101.0,7,DOWNTOWN,47.61125,-122.33494,1983,1.0,29,500000,0,500000,"Office, Parking, Retail Store",Office,411301.0,80005.0,14528.0,18848780.0,0.0,18848777.0,0.0,Multi_usage,1,3
408,2016,NonResidential,Large Office,98101.0,7,DOWNTOWN,47.61005,-122.3361,1926,0.0,10,132326,0,132326,"Office, Other, Retail Store",Office,92006.0,12610.0,9835.0,6029020.0,328247.0938,5698221.0,2551.0,Multi_usage,1,3
409,2016,NonResidential,Large Office,98101.0,7,DOWNTOWN,47.61033,-122.3357,1984,1.0,6,109830,13200,96630,"Office, Other, Parking, Retail Store",Office,83485.0,13200.0,5000.0,7335905.5,0.0,7335905.0,0.0,Multi_usage,1,4
410,2016,NonResidential,Hotel,98101.0,7,DOWNTOWN,47.60996,-122.33572,1973,0.0,19,332067,59280,272787,Hotel,Hotel,332067.0,,,37785552.0,15586014.0,19800542.0,2398995.0,Mono_usage,0,1
411,2016,NonResidential,Large Office,98101.0,7,DOWNTOWN,47.60991,-122.33687,1910,1.0,10,130513,0,130513,"Office, Restaurant, Retail Store",Office,87391.0,32264.0,10858.0,11651200.0,631029.0,6846996.0,4173175.0,Multi_usage,1,3
412,2016,NonResidential,Small- and Mid-Sized Office,98101.0,7,DOWNTOWN,47.60953,-122.33647,1920,1.0,8,60660,0,60660,"Office, Retail Store",Office,41958.0,4800.0,,2586116.0,0.0,2586116.0,0.0,Multi_usage,1,2
413,2016,NonResidential,Large Office,98101.0,7,DOWNTOWN,47.60902,-122.33674,1929,1.0,14,137350,0,137350,Office,Office,124508.0,,,6366084.5,2258855.25,4107229.0,0.0,Mono_usage,0,1
414,2016,NonResidential,Large Office,98101.0,7,DOWNTOWN,47.60923,-122.33625,1929,1.0,15,151039,0,151039,Office,Office,125473.0,,,5446624.0,2850077.75,2596546.0,0.0,Mono_usage,0,1
415,2016,NonResidential,Large Office,98101.0,7,DOWNTOWN,47.61022,-122.33745,1985,1.0,30,755000,134662,620338,"Bank Branch, Office, Other, Parking, Restaurant",Office,643083.0,126891.0,13422.0,52226204.0,519390.0,43199963.0,8506844.0,Multi_usage,1,5
416,2016,NonResidential,Small- and Mid-Sized Office,98101.0,7,DOWNTOWN,47.60995,-122.33904,1906,1.0,4,63540,0,63540,Office,Office,56747.0,,,3518459.5,0.0,2428286.0,1090173.0,Mono_usage,0,1
417,2016,NonResidential,Large Office,98101.0,7,DOWNTOWN,47.60987,-122.33824,1927,1.0,10,130893,0,130893,"Medical Office, Office, Supermarket/Grocery Store",Office,87925.0,27177.0,6644.0,6962073.0,0.0,6962072.0,0.0,Multi_usage,1,3
418,2016,NonResidential,Mixed Use Property,98101.0,7,DOWNTOWN,47.60821,-122.33899,1910,1.0,5,79920,0,79920,"Office, Other, Retail Store",Office,39960.0,26640.0,13320.0,3009463.75,0.0,3009464.0,0.0,Multi_usage,1,3
420,2016,NonResidential,Other,98101.0,7,DOWNTOWN,47.61164,-122.33446,1996,1.0,6,147852,86429,61423,"Office, Other - Restaurant/Bar, Parking, Retail Store",Parking,64821.0,40629.0,13039.0,9671619.0,0.0,7122619.0,2548999.0,Multi_usage,1,4
421,2016,NonResidential,Other,98101.0,7,DOWNTOWN,47.61185,-122.33421,1996,0.0,4,267335,166960,100375,"Movie Theater, Other - Restaurant/Bar, Parking",Parking,166960.0,69947.0,27400.0,7273155.5,0.0,5169902.0,2103253.0,Multi_usage,1,3
422,2016,NonResidential,Large Office,98101.0,7,DOWNTOWN,47.61043,-122.33206,1989,1.0,56,1605578,389860,1215718,"Office, Other, Parking",Office,1314475.0,389860.0,30744.0,49517704.0,915654.875,46081813.0,2520230.0,Multi_usage,1,3
423,2016,NonResidential,Large Office,98101.0,7,DOWNTOWN,47.60967,-122.33229,1980,1.0,36,794592,0,794592,"Office, Other, Parking",Office,748011.0,36606.0,9975.0,26689658.0,0.0,26031451.0,658204.0,Multi_usage,1,3
424,2016,NonResidential,Large Office,98101.0,7,DOWNTOWN,47.60909,-122.33202,1971,1.0,21,456304,93204,363100,"Office, Parking",Office,342952.0,106466.0,,19397324.0,0.0,19397322.0,0.0,Multi_usage,1,2
425,2016,NonResidential,Large Office,98101.0,7,DOWNTOWN,47.61029,-122.34089,1986,1.0,12,115857,15140,100717,"Office, Parking, Restaurant",Office,104788.0,11844.0,528.0,4757299.5,0.0,4757299.0,0.0,Multi_usage,1,3
426,2016,NonResidential,Small- and Mid-Sized Office,98121.0,7,DOWNTOWN,47.61116,-122.34748,1999,1.0,4,87500,17500,70000,"Office, Other",Office,70090.0,1672.0,,4549892.0,0.0,4549891.0,0.0,Multi_usage,1,2
427,2016,NonResidential,Large Office,98121.0,7,DOWNTOWN,47.6117,-122.34778,1998,1.0,11,374405,184776,189629,"Laboratory, Office",Office,150969.0,41829.0,,13329024.0,0.0,13329022.0,0.0,Multi_usage,1,2
428,2016,NonResidential,Other,98121.0,7,DOWNTOWN,47.61252,-122.34351,1985,1.0,12,193500,38000,155500,Other,Other,146689.0,,,14436982.0,0.0,14436981.0,0.0,Mono_usage,0,1
429,2016,NonResidential,Large Office,98101.0,7,DOWNTOWN,47.61108,-122.34217,1923,1.0,11,102846,0,102846,"Office, Retail Store",Office,93879.0,7500.0,,5327249.5,3480880.75,1846369.0,0.0,Multi_usage,1,2
430,2016,NonResidential,Small- and Mid-Sized Office,98121.0,7,DOWNTOWN,47.61304,-122.34059,1925,1.0,4,52800,0,52800,"Office, Restaurant",Office,38880.0,12960.0,,2429021.0,0.0,1831932.0,597088.0,Multi_usage,1,2
432,2016,Campus,Mixed Use Property,98101.0,7,DOWNTOWN,47.61229,-122.33903,1913,3.0,10,258497,0,258497,"Data Center, Office, Parking, Restaurant, Retail Store",Parking,155000.0,145594.0,103200.0,20779796.0,3902781.25,16877013.0,0.0,Multi_usage,1,5
433,2016,NonResidential,Retail Store,98181.0,7,DOWNTOWN,47.61098,-122.33815,1929,1.0,8,861702,0,861702,"Other, Retail Store",Retail Store,509342.0,380639.0,,17666646.0,2927935.25,14736955.0,1753.0,Multi_usage,1,2
434,2016,NonResidential,Other,98101.0,7,EAST,47.61,-122.32922,1999,1.0,5,206950,97400,109550,Other,Other,206950.0,,,19295226.0,1631750.25,17663475.0,0.0,Mono_usage,0,1
436,2016,NonResidential,Other,98101.0,3,EAST,47.61048,-122.32837,1988,1.0,9,46710,0,46710,Urgent Care/Clinic/Other Outpatient,Urgent Care/Clinic/Other Outpatient,46710.0,,,4169431.5,1447314.625,2722116.0,0.0,Mono_usage,0,1
437,2016,NonResidential,Medical Office,98101.0,3,EAST,47.61048,-122.32837,1945,1.0,3,266000,104000,162000,"Medical Office, Parking",Medical Office,162000.0,104000.0,,13911761.0,476741.8125,11902958.0,1532059.0,Multi_usage,1,2
438,2016,NonResidential,Medical Office,98104.0,3,EAST,47.60921,-122.32425,1992,1.0,14,690158,407795,282363,"Medical Office, Parking",Medical Office,270384.0,270383.0,,21156670.0,0.0,21156669.0,0.0,Multi_usage,1,2
439,2016,NonResidential,Mixed Use Property,98109.0,7,LAKE_UNION,47.61915,-122.34857,2001,1.0,6,378443,177660,200783,"Data Center, Office, Parking, Performing Arts, Restaurant, Retail Store",Parking,164332.0,108781.0,54184.0,55073120.0,0.0,53506520.0,1566594.0,Multi_usage,1,6
440,2016,NonResidential,Mixed Use Property,98109.0,7,LAKE_UNION,47.61915,-122.34857,2001,1.0,6,213834,104922,108912,"Data Center, Financial Office, Office, Other, Parking, Restaurant",Parking,104922.0,54385.0,37721.0,75073888.0,0.0,74917352.0,156525.0,Multi_usage,1,6
441,2016,NonResidential,Hotel,98109.0,7,LAKE_UNION,47.62036,-122.34588,1979,1.0,5,109017,29409,79608,Hotel,Hotel,109017.0,,,9474745.0,0.0,5625395.0,3849350.0,Mono_usage,0,1
443,2016,NonResidential,Large Office,98119.0,7,MAGNOLIA_QUEENANNE,47.62177,-122.36158,1981,1.0,5,275734,38452,237282,"Office, Parking",Office,228504.0,47404.0,,16373232.0,0.0,16373229.0,0.0,Multi_usage,1,2
444,2016,NonResidential,Warehouse,98104.0,2,GREATER_DUWAMISH,47.56064,-122.32522,2001,1.0,1,123061,0,123061,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,123061.0,,,1987934.625,0.0,1987934.0,0.0,Mono_usage,0,1
446,2016,NonResidential,Distribution Center,98108.0,2,GREATER_DUWAMISH,47.54868,-122.3255,1963,1.0,1,59090,0,59090,"Distribution Center, Office",Distribution Center,40272.0,18818.0,,2756214.75,0.0,634386.0,2121829.0,Multi_usage,1,2
447,2016,NonResidential,Warehouse,98108.0,2,GREATER_DUWAMISH,47.5471,-122.32406,1963,1.0,1,106000,0,106000,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,106001.0,,,763364.5,0.0,763364.0,0.0,Mono_usage,0,1
449,2016,NonResidential,Large Office,98102.0,4,LAKE_UNION,47.63349,-122.32634,1962,1.0,3,158600,38400,120200,"Laboratory, Office, Parking",Office,125779.0,32821.0,20000.0,18309150.0,0.0,15941028.0,2368120.0,Multi_usage,1,3
451,2016,NonResidential,Distribution Center,98108.0,2,GREATER_DUWAMISH,47.53764,-122.3232,1960,1.0,1,119661,0,119661,Distribution Center,Distribution Center,118733.0,,,775729.1875,0.0,774965.0,764.0,Mono_usage,0,1
452,2016,NonResidential,Large Office,98109.0,3,LAKE_UNION,47.62958,-122.32826,2001,1.0,7,139200,44728,94472,Office,Office,82098.0,,,4342597.0,0.0,4342597.0,0.0,Mono_usage,0,1
453,2016,NonResidential,Small- and Mid-Sized Office,98119.0,7,MAGNOLIA_QUEENANNE,47.62566,-122.34287,1984,1.0,6,95721,33921,61800,"Office, Parking",Office,95721.0,31746.0,,3063504.5,0.0,3063504.0,0.0,Multi_usage,1,2
456,2016,NonResidential,Large Office,98109.0,7,MAGNOLIA_QUEENANNE,47.62929,-122.34194,1996,2.0,5,213283,115228,98055,"Office, Parking",Office,105563.0,0.0,,5661689.5,0.0,5661689.0,0.0,Multi_usage,1,2
457,2016,NonResidential,Large Office,98103.0,4,LAKE_UNION,47.64776,-122.33924,2001,1.0,3,103697,47656,56041,Office,Office,63199.0,,,11319836.0,0.0,4904243.0,6415592.0,Mono_usage,0,1
458,2016,NonResidential,Small- and Mid-Sized Office,98125.0,5,NORTH,47.70105,-122.32659,1974,1.0,5,74880,0,74880,"Office, Parking",Office,71751.0,0.0,,5134607.5,0.0,5134607.0,0.0,Multi_usage,1,2
459,2016,NonResidential,Small- and Mid-Sized Office,98115.0,5,NORTH,47.69999,-122.32663,1979,1.0,6,88774,0,88774,"Office, Parking",Office,85339.0,0.0,,6029121.5,0.0,6029121.0,0.0,Multi_usage,1,2
460,2016,NonResidential,Large Office,98115.0,5,NORTH,47.69917,-122.3268,1983,1.0,5,122250,0,122250,"Adult Education, Bank Branch, Office, Parking",Office,91281.0,30177.0,5931.0,5535626.0,0.0,5535625.0,0.0,Multi_usage,1,4
461,2016,NonResidential,Small- and Mid-Sized Office,98115.0,5,NORTH,47.70063,-122.32487,1979,1.0,4,53730,0,53730,"Office, Parking",Office,53730.0,0.0,,4742869.0,0.0,4742869.0,0.0,Multi_usage,1,2
462,2016,NonResidential,Small- and Mid-Sized Office,98101.0,1,DELRIDGE,47.5671,-122.36416,1960,1.0,3,55593,0,55593,Office,Office,55593.0,,,4224872.5,0.0,2842549.0,1382323.0,Mono_usage,0,1
463,2016,NonResidential,Large Office,98109.0,7,LAKE_UNION,47.62269,-122.33224,1982,1.0,4,134056,60960,73096,"Office, Parking",Office,72066.0,59137.0,,4695139.0,0.0,4695138.0,0.0,Multi_usage,1,2
464,2016,NonResidential,Retail Store,98199.0,2,GREATER_DUWAMISH,47.5653,-122.33076,2005,1.0,1,158415,0,158415,Retail Store,Retail Store,158415.0,,,22394416.0,0.0,15927634.0,6466780.0,Mono_usage,0,1
465,2016,NonResidential,Large Office,98109.0,7,LAKE_UNION,47.61907,-122.33651,1929,1.0,8,287819,0,287819,"Data Center, Office, Other, Restaurant",Office,155985.0,88350.0,15630.0,48406556.0,0.0,48155040.0,251511.0,Multi_usage,1,4
466,2016,NonResidential,Other,98101.0,3,EAST,47.60953,-122.32793,1975,1.0,8,158738,0,158738,Urgent Care/Clinic/Other Outpatient,Urgent Care/Clinic/Other Outpatient,158738.0,,,61762380.0,5650343.5,46528618.0,9571816.0,Mono_usage,0,1
492,2016,NonResidential,Small- and Mid-Sized Office,98109.0,7,MAGNOLIA_QUEENANNE,47.62003,-122.35706,1985,1.0,4,86995,28800,58195,"Office, Parking",Office,58195.0,28800.0,,2991674.75,0.0,2991674.0,0.0,Multi_usage,1,2
467,2016,NonResidential,Retail Store,98107.0,6,BALLARD,47.66057,-122.36857,1999,1.0,1,164437,0,164437,"Parking, Retail Store, Supermarket/Grocery Store",Retail Store,102653.0,74102.0,0.0,18390344.0,0.0,14099499.0,4290843.0,Multi_usage,1,3
468,2016,NonResidential,Large Office,98109.0,7,LAKE_UNION,47.62402,-122.33755,2009,1.0,5,184482,66234,118248,"Office, Other, Parking",Office,118016.0,66234.0,1595.0,5671256.0,0.0,5651060.0,20195.0,Multi_usage,1,3
469,2016,NonResidential,Laboratory,98109.0,7,LAKE_UNION,47.62348,-122.33743,1928,1.0,3,55200,0,55200,"Data Center, Laboratory",Laboratory,54880.0,320.0,,11594121.0,0.0,7500378.0,4093742.0,Multi_usage,1,2
470,2016,NonResidential,Laboratory,98109.0,7,LAKE_UNION,47.62254,-122.33753,2003,1.0,4,241159,111793,129366,Laboratory,Laboratory,176171.0,,,33713876.0,0.0,20388923.0,13324952.0,Mono_usage,0,1
471,2016,NonResidential,Large Office,98109.0,7,LAKE_UNION,47.62286,-122.33804,2004,1.0,6,139282,52582,86700,"Financial Office, Food Service, Office, Other, Parking",Office,79384.0,52582.0,3027.0,3238216.0,0.0,3238216.0,0.0,Multi_usage,1,5
473,2016,NonResidential,Large Office,98109.0,7,LAKE_UNION,47.62383,-122.3356,2009,1.0,5,271071,98700,172371,"Medical Office, Office, Parking",Office,168132.0,96918.0,16862.0,7851334.5,0.0,7695280.0,156054.0,Multi_usage,1,3
474,2016,NonResidential,Warehouse,98109.0,3,LAKE_UNION,47.62572,-122.33389,1914,1.0,5,127800,0,127800,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,127800.0,,,2767491.0,0.0,2545590.0,221900.0,Mono_usage,0,1
475,2016,NonResidential,Large Office,98109.0,3,LAKE_UNION,47.62855,-122.33035,2002,1.0,5,560516,206597,353919,"Office, Parking",Office,372503.0,189133.0,,30083496.0,0.0,20922584.0,9160910.0,Multi_usage,1,2
476,2016,NonResidential,Large Office,98109.0,3,LAKE_UNION,47.62621,-122.33128,2001,1.0,6,226592,95000,131592,"Office, Parking",Office,131592.0,83178.0,,11963428.0,0.0,11719809.0,243618.0,Multi_usage,1,2
477,2016,Campus,Other,98109.0,3,LAKE_UNION,47.62855,-122.33035,1997,1.0,5,535947,0,535947,"Other, Parking",Other,535947.0,103983.0,,131373880.0,0.0,64627449.0,66746425.0,Multi_usage,1,2
480,2016,NonResidential,Mixed Use Property,98109.0,7,LAKE_UNION,47.62121,-122.33885,2003,1.0,5,159700,50654,109046,"Office, Other, Parking, Retail Store",Other,72407.0,49314.0,37406.0,31371618.0,0.0,20355803.0,11015812.0,Multi_usage,1,4
481,2016,NonResidential,Large Office,98109.0,7,LAKE_UNION,47.62137,-122.33744,2006,1.0,4,209816,73673,136143,"Fitness Center/Health Club/Gym, Office, Parking, Restaurant",Office,113803.0,79091.0,15803.0,6917478.5,0.0,5303806.0,1613672.0,Multi_usage,1,4
482,2016,NonResidential,Large Office,98109.0,7,LAKE_UNION,47.62131,-122.33814,2006,1.0,6,303103,109905,193198,"Bank Branch, Office, Parking",Office,178628.0,99368.0,6015.0,7519466.5,0.0,7147457.0,372009.0,Multi_usage,1,3
484,2016,NonResidential,Mixed Use Property,98109.0,7,LAKE_UNION,47.62002,-122.33687,1954,1.0,3,67380,0,67380,"Non-Refrigerated Warehouse, Office, Other, Other - Entertainment/Public Assembly, Parking",Non-Refrigerated Warehouse,29732.0,17372.0,13639.0,2755829.0,0.0,1566221.0,1189608.0,Multi_usage,1,5
487,2016,NonResidential,Laboratory,98109.0,7,LAKE_UNION,47.62405,-122.34036,1963,1.0,4,102235,0,102235,Laboratory,Laboratory,103135.0,,,24395228.0,0.0,15355254.0,9039972.0,Mono_usage,0,1
488,2016,NonResidential,Mixed Use Property,98109.0,7,LAKE_UNION,47.62405,-122.34036,2008,1.0,5,436497,153684,282813,"Laboratory, Office, Parking",Laboratory,175364.0,173235.0,88901.0,45252356.0,0.0,29992691.0,15259662.0,Multi_usage,1,3
489,2016,NonResidential,Small- and Mid-Sized Office,98119.0,7,MAGNOLIA_QUEENANNE,47.62115,-122.3597,1974,1.0,5,88062,20826,67236,"Office, Parking",Office,64752.0,21396.0,,3415561.25,0.0,3415561.0,0.0,Multi_usage,1,2
490,2016,NonResidential,Small- and Mid-Sized Office,98119.0,7,MAGNOLIA_QUEENANNE,47.62224,-122.3585,1972,1.0,5,87178,20416,66762,"Office, Parking",Office,66648.0,15167.0,,3632613.75,0.0,3632614.0,0.0,Multi_usage,1,2
491,2016,NonResidential,Small- and Mid-Sized Office,98119.0,7,MAGNOLIA_QUEENANNE,47.62224,-122.3585,1970,1.0,5,87178,20416,66762,"Office, Parking",Office,66747.0,28285.0,,3493093.75,0.0,3493093.0,0.0,Multi_usage,1,2
493,2016,NonResidential,Small- and Mid-Sized Office,98119.0,7,MAGNOLIA_QUEENANNE,47.62014,-122.35768,1971,1.0,5,88000,21600,66400,"Office, Parking",Office,69691.0,17487.0,,3484915.5,0.0,3484915.0,0.0,Multi_usage,1,2
494,2016,NonResidential,Medical Office,98105.0,4,NORTHEAST,47.65821,-122.31831,1988,1.0,4,196749,88405,108344,"Medical Office, Parking",Medical Office,108344.0,88405.0,,19165116.0,0.0,11703547.0,7461566.0,Multi_usage,1,2
495,2016,NonResidential,Medical Office,98105.0,4,NORTHEAST,47.65884,-122.3183,1994,1.0,4,191276,95281,95995,Medical Office,Medical Office,95995.0,,,8422861.0,0.0,8005293.0,417567.0,Mono_usage,0,1
496,2016,NonResidential,Self-Storage Facility,98107.0,6,BALLARD,47.66838,-122.3931,1946,2.0,2,111445,0,111445,"Fitness Center/Health Club/Gym, Office, Other - Education, Other - Recreation, Other - Restaurant/Bar, Outpatient Rehabilitation/Physical Therapy, Personal Services (Health/Beauty, Dry Cleaning, etc), Restaurant, Retail Store, Self-Storage Facility, Vocat",,,,,5697472.5,0.0,3007514.0,2689958.0,Mono_usage,0,13
497,2016,NonResidential,Warehouse,98126.0,1,SOUTHWEST,47.56885,-122.37121,1997,1.0,4,98475,0,98475,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,98475.0,,,1090496.625,0.0,768997.0,321500.0,Mono_usage,0,1
498,2016,NonResidential,Hospital,98109.0,3,LAKE_UNION,47.62667,-122.32965,2000,1.0,7,351530,150455,201075,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),215602.0,,,42709624.0,0.0,26781892.0,15927728.0,Mono_usage,0,1
500,2016,NonResidential,Supermarket / Grocery Store,98125.0,5,NORTH,47.7237,-122.29232,1995,1.0,2,308965,187878,121087,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,121087.0,0.0,0.0,14512786.0,0.0,10680826.0,3831959.0,Multi_usage,1,2
503,2016,NonResidential,Supermarket / Grocery Store,98134.0,2,GREATER_DUWAMISH,47.56895,-122.33775,2008,1.0,1,63225,0,63225,Supermarket/Grocery Store,Supermarket/Grocery Store,63225.0,,,6522551.5,0.0,6522551.0,0.0,Mono_usage,0,1
