OSEBuildingID,BuildingType,PrimaryPropertyType,Neighborhood,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,LargestPropertyUseType,SiteEnergyUse(kBtu),UsageType,NumPropertyUseTypes,BuildingAge,HasSteam,HasElectricity,HasGas,NbSourcesEnergies,SecondUseRatio,ThirdUseRatio,AreaPerFloor
580,NonResidential,Large Office,MAGNOLIA_QUEENANNE,1.0,5,154029,62380,Office,4636396.5,Multi_usage,2,30,0,1,1,2,0.43036051652610874,0.0,30805.8
581,NonResidential,Other,NORTHWEST,1.0,3,161789,91935,Parking,6963616.5,Multi_usage,2,11,0,1,1,2,0.4317598847882118,0.0,53929.666666666664
582,NonResidential,Medical Office,NORTHWEST,1.0,3,63909,0,Medical Office,4765753.5,Multi_usage,2,11,0,1,0,1,0.050681437669185876,0.0,21303.0
583,NonResidential,Warehouse,NORTHWEST,1.0,2,53472,0,Non-Refrigerated Warehouse,971155.625,Multi_usage,2,68,0,1,1,2,0.18763090963494913,0.0,26736.0
584,NonResidential,Warehouse,GREATER_DUWAMISH,1.0,1,50417,0,Non-Refrigerated Warehouse,1847401.0,Mono_usage,1,36,0,1,1,2,0.0,0.0,50417.0
23854,NonResidential,Restaurant,DOWNTOWN,1.0,1,43728,0,Restaurant,11508035.0,Mono_usage,1,116,0,0,1,1,0.0,0.0,43728.0
585,NonResidential,Medical Office,NORTHWEST,1.0,3,133298,0,Medical Office,15640994.0,Mono_usage,1,55,0,1,1,2,0.0,0.0,44432.666666666664
586,NonResidential,Retail Store,NORTH,1.0,2,168619,0,Retail Store,6455828.5,Mono_usage,1,51,0,1,1,2,0.0,0.0,84309.5
588,NonResidential,Mixed Use Property,LAKE_UNION,0.0,5,251827,113318,Parking,47102428.0,Multi_usage,3,14,0,1,1,2,0.33356232651780787,0.33356232651780787,50365.4
589,NonResidential,Large Office,LAKE_UNION,1.0,4,175885,71385,Office,6486377.5,Multi_usage,2,16,0,1,0,1,0.40589021235466355,0.0,43971.25
590,NonResidential,Warehouse,GREATER_DUWAMISH,1.0,2,104786,0,Non-Refrigerated Warehouse,1028376.875,Mono_usage,1,47,0,1,1,2,0.0,0.0,52393.0
592,NonResidential,Other,GREATER_DUWAMISH,1.0,1,53040,41600,Other,1770027.5,Mono_usage,1,16,0,1,1,2,0.0,0.0,53040.0
594,NonResidential,Other,GREATER_DUWAMISH,0.0,1,110689,0,Other,2339814.25,Mono_usage,1,43,0,1,1,2,0.0,0.0,110689.0
595,NonResidential,Small- and Mid-Sized Office,GREATER_DUWAMISH,1.0,1,53620,0,Office,2058955.25,Mono_usage,1,68,0,1,1,2,0.0,0.0,53620.0
596,NonResidential,Small- and Mid-Sized Office,GREATER_DUWAMISH,1.0,1,50008,0,Office,3202213.0,Mono_usage,1,78,0,1,1,2,0.0,0.0,50008.0
597,NonResidential,Large Office,MAGNOLIA_QUEENANNE,1.0,4,291176,100176,Office,6657348.5,Multi_usage,2,7,0,1,1,2,0.38189273841250654,0.0,72794.0
598,NonResidential,Warehouse,GREATER_DUWAMISH,1.0,1,50832,0,Non-Refrigerated Warehouse,2551022.25,Multi_usage,2,59,0,1,1,2,0.1359773371104816,0.0,50832.0
599,NonResidential,Refrigerated Warehouse,GREATER_DUWAMISH,1.0,1,76354,0,Refrigerated Warehouse,2843033.5,Mono_usage,1,45,0,1,1,2,0.0,0.0,76354.0
600,NonResidential,Warehouse,GREATER_DUWAMISH,1.0,1,98480,0,Non-Refrigerated Warehouse,2831565.5,Mono_usage,1,60,0,1,1,2,0.0,0.0,98480.0
602,NonResidential,Mixed Use Property,LAKE_UNION,1.0,3,175918,51218,Office,22530168.0,Multi_usage,3,8,0,1,1,2,0.3309382780613695,0.17184142611898726,58639.333333333336
603,NonResidential,Other,LAKE_UNION,1.0,3,169785,63782,Other,19155416.0,Multi_usage,2,96,0,1,1,2,0.37566333892864506,0.0,56595.0
604,NonResidential,Large Office,LAKE_UNION,1.0,11,124721,0,Office,13898181.0,Multi_usage,4,45,0,1,1,2,0.1250791767224445,0.0962147513249573,11338.272727272728
605,NonResidential,Small- and Mid-Sized Office,LAKE_UNION,1.0,7,94002,0,Office,5662234.0,Multi_usage,2,46,0,1,0,1,0.33348226633475886,0.0,13428.857142857143
606,NonResidential,Warehouse,GREATER_DUWAMISH,1.0,1,93020,0,Non-Refrigerated Warehouse,1252323.875,Mono_usage,1,42,0,1,0,1,0.0,0.0,93020.0
19746,NonResidential,Other,DOWNTOWN,1.0,1,23000,0,Other,711118.375,Multi_usage,2,70,0,1,1,2,0.11693913469565217,0.0,23000.0
607,NonResidential,Supermarket / Grocery Store,SOUTHEAST,1.0,1,61053,0,Supermarket/Grocery Store,13133225.0,Multi_usage,2,14,0,1,1,2,0.0,0.0,61053.0
609,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,5,78920,0,Office,2830674.75,Mono_usage,1,112,0,1,0,1,0.0,0.0,15784.0
610,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,7,99440,0,Office,6606832.5,Multi_usage,2,110,0,1,1,2,0.23991351568785196,0.0,14205.714285714286
611,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,6,73260,0,Office,2853189.5,Mono_usage,1,109,0,1,0,1,0.0,0.0,12210.0
612,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,4,69817,0,Office,2178074.5,Multi_usage,2,116,1,1,1,3,0.3729607402208631,0.0,17454.25
613,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,4,84750,0,Office,2094724.625,Multi_usage,2,116,0,1,1,2,0.3390442477876106,0.0,21187.5
614,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,6,75496,13320,Office,3570161.75,Multi_usage,3,116,0,1,0,1,0.12900021193175798,0.06210925082123556,12582.666666666666
615,NonResidential,Large Office,DOWNTOWN,1.0,4,164380,0,Office,7655751.0,Multi_usage,2,116,1,1,1,3,0.1265056576225818,0.0,41095.0
616,NonResidential,Large Office,DOWNTOWN,1.0,7,160580,0,Office,4336187.5,Mono_usage,1,109,1,1,1,3,0.0,0.0,22940.0
618,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,6,73470,0,Office,3212269.0,Multi_usage,3,107,0,1,0,1,0.12899142507145775,0.12899142507145775,12245.0
619,Nonresidential COS,Other,DOWNTOWN,1.0,3,67755,0,Other,1904480.0,Multi_usage,4,110,0,1,0,1,0.29082724522175485,0.17693159176444542,22585.0
620,NonResidential,Mixed Use Property,GREATER_DUWAMISH,1.0,3,56700,0,Office,2371575.0,Multi_usage,3,106,0,1,1,2,0.318342151675485,0.21869488536155202,18900.0
621,NonResidential,Warehouse,GREATER_DUWAMISH,1.0,1,82852,0,Non-Refrigerated Warehouse,2153603.5,Multi_usage,2,94,0,1,1,2,0.2810070969922271,0.0,82852.0
622,NonResidential,Other,GREATER_DUWAMISH,1.0,2,76442,0,Other,3978277.0,Multi_usage,3,63,0,1,1,2,0.2354726459276314,0.09947411109076162,38221.0
623,NonResidential,Distribution Center,GREATER_DUWAMISH,1.0,2,92792,0,Distribution Center,3155496.0,Multi_usage,2,54,0,1,1,2,0.1447861884645228,0.0,46396.0
624,NonResidential,Other,GREATER_DUWAMISH,2.0,2,125519,0,Manufacturing/Industrial Plant,2244317.0,Mono_usage,1,75,0,1,0,1,0.0,0.0,62759.5
625,NonResidential,Large Office,GREATER_DUWAMISH,1.0,4,129000,25800,Office,4374646.0,Mono_usage,1,116,0,1,0,1,0.0,0.0,32250.0
626,NonResidential,Warehouse,GREATER_DUWAMISH,1.0,1,78814,0,Non-Refrigerated Warehouse,861972.875,Mono_usage,1,62,0,1,1,2,0.0,0.0,78814.0
627,NonResidential,Small- and Mid-Sized Office,GREATER_DUWAMISH,1.0,4,58970,0,Office,1776411.75,Multi_usage,4,112,0,1,1,2,0.19671019162285908,0.11870442597931151,14742.5
628,NonResidential,Distribution Center,GREATER_DUWAMISH,1.0,6,75600,10800,Distribution Center,2688675.75,Multi_usage,3,106,0,1,0,1,0.1388888888888889,0.07936507936507936,12600.0
629,NonResidential,Distribution Center,GREATER_DUWAMISH,1.0,4,56270,0,Distribution Center,1056782.125,Multi_usage,4,109,0,1,0,1,0.16474142527101476,0.07314732539541496,14067.5
630,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,4,66842,0,Office,5608600.5,Multi_usage,2,112,0,1,1,2,0.1572963107028515,0.0,16710.5
632,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,6,75288,10800,Office,2891605.0,Multi_usage,2,107,0,1,1,2,0.14501647008819465,0.0,12548.0
633,NonResidential,Large Office,DOWNTOWN,1.0,7,184322,0,Office,9722890.0,Multi_usage,2,112,0,1,0,1,0.002202667071754864,0.0,26331.714285714286
634,NonResidential,Large Office,DOWNTOWN,1.0,7,287853,0,Office,25567108.0,Multi_usage,2,7,0,1,1,2,0.042042292420089424,0.0,41121.857142857145
635,NonResidential,Small- and Mid-Sized Office,GREATER_DUWAMISH,1.0,2,64512,0,Office,5968153.5,Mono_usage,1,102,0,1,1,2,0.0,0.0,32256.0
637,NonResidential,Mixed Use Property,GREATER_DUWAMISH,1.0,6,286000,111774,Parking,63835192.0,Multi_usage,5,7,0,1,1,2,0.3802342657342657,0.17227622377622379,47666.666666666664
638,NonResidential,Warehouse,GREATER_DUWAMISH,1.0,7,144050,0,Non-Refrigerated Warehouse,3929371.0,Mono_usage,1,90,0,1,1,2,0.0,0.0,20578.571428571428
639,NonResidential,Small- and Mid-Sized Office,GREATER_DUWAMISH,1.0,3,60592,0,Office,5049446.5,Mono_usage,1,86,0,1,1,2,0.0,0.0,20197.333333333332
640,NonResidential,Large Office,GREATER_DUWAMISH,0.0,6,1380959,0,Office,74130576.0,Multi_usage,3,104,0,1,1,2,0.2036961271116666,0.1595289939817185,230159.83333333334
641,NonResidential,Retail Store,GREATER_DUWAMISH,1.0,1,107930,0,Retail Store,7221482.5,Mono_usage,1,23,0,1,1,2,0.0,0.0,107930.0
642,NonResidential,Warehouse,GREATER_DUWAMISH,1.0,1,99084,0,Non-Refrigerated Warehouse,1618110.375,Mono_usage,1,90,0,1,1,2,0.0,0.0,99084.0
647,NonResidential,Distribution Center,DELRIDGE,1.0,1,72719,0,Distribution Center,2581741.75,Mono_usage,1,63,0,1,1,2,0.0,0.0,72719.0
649,NonResidential,Small- and Mid-Sized Office,EAST,0.0,4,76624,0,Office,2773647.5,Mono_usage,1,86,0,1,1,2,0.0,0.0,19156.0
650,NonResidential,Small- and Mid-Sized Office,NORTHEAST,1.0,6,91706,36583,Office,8570571.0,Multi_usage,3,15,0,1,0,1,0.37839399821167646,0.040608030008941615,15284.333333333334
651,NonResidential,Medical Office,LAKE_UNION,1.0,5,129093,39902,Medical Office,19248732.0,Multi_usage,3,8,0,1,1,2,0.2916656983724911,0.043495774364218046,25818.6
652,NonResidential,Large Office,DELRIDGE,1.0,5,138106,16221,Office,8381834.5,Multi_usage,2,25,0,1,0,1,0.11745326053900627,0.0,27621.2
654,NonResidential,Retail Store,GREATER_DUWAMISH,1.0,1,56572,0,Retail Store,2409429.0,Mono_usage,1,43,0,1,1,2,0.0,0.0,56572.0
656,NonResidential,Medical Office,EAST,1.0,1,225982,0,Medical Office,20560622.0,Mono_usage,1,12,1,1,0,2,0.0,0.0,225982.0
658,NonResidential,Large Office,DOWNTOWN,1.0,11,312512,0,Office,25747022.0,Multi_usage,3,16,0,1,1,2,0.01516101781691583,0.014277851730493549,28410.18181818182
659,NonResidential,Large Office,DOWNTOWN,1.0,42,1592914,0,Office,56498868.0,Multi_usage,5,11,1,1,1,3,0.2189622289715578,0.19078870547939186,37926.52380952381
660,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,6,97720,0,Office,2478025.25,Multi_usage,3,90,0,1,0,1,0.12278960294719607,0.09939623413835448,16286.666666666666
661,NonResidential,Medical Office,EAST,1.0,10,422503,206580,Medical Office,17254810.0,Mono_usage,1,31,1,1,0,2,0.0,0.0,42250.3
671,NonResidential,Medical Office,CENTRAL,1.0,7,94500,0,Medical Office,5792926.0,Mono_usage,1,29,0,1,0,1,0.0,0.0,13500.0
673,NonResidential,Retail Store,DELRIDGE,0.0,1,94713,0,Retail Store,5417598.0,Mono_usage,1,11,0,1,1,2,0.0,0.0,94713.0
674,NonResidential,Medical Office,EAST,1.0,9,302902,101342,Medical Office,14751117.0,Multi_usage,2,8,0,1,1,2,0.28481158922687866,0.0,33655.77777777778
677,NonResidential,Medical Office,EAST,1.0,19,319911,156407,Medical Office,15067340.0,Multi_usage,2,43,1,1,0,2,0.21621951105151122,0.0,16837.42105263158
678,NonResidential,Large Office,DOWNTOWN,1.0,6,205521,0,Office,8138616.5,Multi_usage,2,116,1,1,1,3,0.1393677531736416,0.0,34253.5
679,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,6,56700,0,Office,3065954.5,Multi_usage,2,116,0,1,0,1,0.18518518518518517,0.0,9450.0
680,NonResidential,Small- and Mid-Sized Office,GREATER_DUWAMISH,1.0,4,72000,0,Office,2729167.75,Mono_usage,1,91,0,1,1,2,0.0,0.0,18000.0
681,NonResidential,Large Office,MAGNOLIA_QUEENANNE,1.0,4,191146,94892,Office,5101504.5,Multi_usage,2,16,0,1,0,1,0.41852824542496314,0.0,47786.5
682,NonResidential,Other,DELRIDGE,1.0,3,68763,11527,Other - Recreation,9029489.0,Multi_usage,3,15,0,1,1,2,0.1676337565260387,0.0,22921.0
683,NonResidential,Other,SOUTHEAST,3.0,1,102133,0,Strip Mall,20725996.0,Multi_usage,2,22,0,1,1,2,0.0,0.0,102133.0
685,NonResidential,Large Office,DOWNTOWN,1.0,14,362046,0,Office,15725581.0,Multi_usage,3,8,0,1,1,2,0.27033581368113446,0.009761190566944532,25860.428571428572
689,NonResidential,Other,MAGNOLIA_QUEENANNE,3.0,2,81336,0,Lifestyle Center,13085297.0,Mono_usage,1,22,0,1,1,2,0.0,0.0,40668.0
690,NonResidential,Large Office,DOWNTOWN,1.0,23,538933,0,Office,16020642.0,Multi_usage,2,15,0,1,0,1,0.22789660310279755,0.0,23431.869565217392
692,NonResidential,Other,DOWNTOWN,1.0,6,275982,197130,Parking,5233553.5,Multi_usage,2,33,0,1,0,1,0.2857142857142857,0.0,45997.0
693,NonResidential,Small- and Mid-Sized Office,MAGNOLIA_QUEENANNE,1.0,5,98668,0,Office,4391348.0,Mono_usage,1,34,0,1,0,1,0.0,0.0,19733.6
694,NonResidential,Large Office,GREATER_DUWAMISH,1.0,1,158931,28381,Office,8751704.0,Multi_usage,4,9,0,1,1,2,0.21582951091983313,0.1694886460161957,158931.0
696,NonResidential,Large Office,MAGNOLIA_QUEENANNE,1.0,1,105100,0,Office,22078064.0,Mono_usage,1,38,0,1,1,2,0.0,0.0,105100.0
700,NonResidential,Supermarket / Grocery Store,MAGNOLIA_QUEENANNE,1.0,1,57176,0,Supermarket/Grocery Store,12525174.0,Multi_usage,5,8,0,0,0,0,0.2623478382538128,0.09619420735973136,57176.0
701,NonResidential,Retail Store,MAGNOLIA_QUEENANNE,1.0,1,50660,0,Retail Store,2661488.0,Mono_usage,1,38,0,1,1,2,0.0,0.0,50660.0
702,NonResidential,Small- and Mid-Sized Office,MAGNOLIA_QUEENANNE,1.0,2,61929,0,Office,2203026.5,Mono_usage,1,79,0,1,1,2,0.0,0.0,30964.5
703,NonResidential,Large Office,MAGNOLIA_QUEENANNE,1.0,4,165111,55000,Office,25478086.0,Multi_usage,3,16,0,1,0,1,0.33310924166167005,0.03297175839283876,41277.75
19755,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,3,20565,0,Office,802312.5,Mono_usage,1,91,0,1,0,1,0.0,0.0,6855.0
705,NonResidential,Large Office,MAGNOLIA_QUEENANNE,1.0,5,159937,55971,Office,7857972.5,Multi_usage,2,16,0,1,0,1,0.3142362305157656,0.0,31987.4
706,NonResidential,Large Office,MAGNOLIA_QUEENANNE,1.0,5,183964,46763,Office,14856199.0,Multi_usage,3,8,0,1,0,1,0.2541964732230219,0.020384423039290295,36792.8
707,NonResidential,Large Office,MAGNOLIA_QUEENANNE,1.0,5,208210,78848,Office,5514308.5,Multi_usage,2,30,0,1,1,2,0.3786945871956198,0.0,41642.0
708,NonResidential,Large Office,DOWNTOWN,1.0,7,277486,80283,Office,12729858.0,Multi_usage,3,30,0,1,0,1,0.31577809330921197,0.05280626770359586,39640.857142857145
709,NonResidential,Large Office,DOWNTOWN,1.0,3,187130,0,Office,10053489.0,Multi_usage,6,23,0,1,0,1,0.05119970074279912,0.02358253620477743,62376.666666666664
710,NonResidential,Large Office,DOWNTOWN,1.0,5,251044,117867,Office,17186624.0,Multi_usage,2,16,0,1,0,1,0.05065645862876627,0.0,50208.8
711,NonResidential,Warehouse,DOWNTOWN,1.0,5,154330,0,Non-Refrigerated Warehouse,1262235.25,Mono_usage,1,104,0,1,0,1,0.0,0.0,30866.0
712,NonResidential,Large Office,DOWNTOWN,1.0,6,108245,14690,Office,4515180.5,Multi_usage,6,98,1,1,0,2,0.13507321354335072,0.11417617441914177,18040.833333333332
713,NonResidential,Large Office,DOWNTOWN,1.0,6,167860,0,Office,6797647.0,Multi_usage,3,111,0,1,0,1,0.11796139640176337,0.003776956987966162,27976.666666666668
715,NonResidential,Large Office,DOWNTOWN,1.0,6,112560,0,Office,4946798.5,Multi_usage,2,106,0,1,1,2,0.14285714285714285,0.0,18760.0
716,NonResidential,Retail Store,DOWNTOWN,1.0,6,86204,0,Other,3241917.0,Multi_usage,1,106,0,1,1,2,0.15699967518908636,0.0,14367.333333333334
717,Nonresidential COS,Warehouse,GREATER_DUWAMISH,1.0,2,145158,0,Non-Refrigerated Warehouse,8384523.0,Multi_usage,3,31,0,1,1,2,0.3344218024497444,0.0707504925667204,72579.0
718,NonResidential,Large Office,GREATER_DUWAMISH,1.0,2,112896,0,Office,10287986.0,Multi_usage,2,65,0,1,1,2,0.5093183106575964,0.0,56448.0
719,NonResidential,Distribution Center,GREATER_DUWAMISH,1.0,1,110613,0,Distribution Center,1015060.188,Multi_usage,2,56,0,1,0,1,0.09999728784139296,0.0,110613.0
720,NonResidential,Warehouse,GREATER_DUWAMISH,1.0,4,149881,0,Non-Refrigerated Warehouse,2417401.25,Multi_usage,2,65,0,1,1,2,0.20208031705152754,0.0,37470.25
722,NonResidential,Warehouse,GREATER_DUWAMISH,1.0,3,98220,0,Non-Refrigerated Warehouse,6468090.0,Mono_usage,1,65,0,1,1,2,0.0,0.0,32740.0
723,NonResidential,Distribution Center,GREATER_DUWAMISH,1.0,1,84420,0,Distribution Center,2848317.25,Multi_usage,3,46,0,1,0,1,0.29421937929400616,0.1462805022506515,84420.0
725,NonResidential,Distribution Center,GREATER_DUWAMISH,1.0,1,73335,0,Distribution Center,5197118.0,Multi_usage,2,55,0,1,1,2,0.0,0.0,73335.0
727,NonResidential,Distribution Center,GREATER_DUWAMISH,1.0,2,56876,0,Distribution Center,1791715.625,Multi_usage,3,88,0,1,1,2,0.07518109571699838,0.07384485547506857,28438.0
728,NonResidential,Warehouse,GREATER_DUWAMISH,1.0,2,61200,0,Non-Refrigerated Warehouse,4912143.0,Mono_usage,1,85,0,1,1,2,0.0,0.0,30600.0
729,NonResidential,Distribution Center,GREATER_DUWAMISH,1.0,1,111908,0,Distribution Center,1555420.25,Mono_usage,1,29,0,1,1,2,0.0,0.0,111908.0
730,NonResidential,Other,GREATER_DUWAMISH,3.0,2,63644,0,Other - Public Services,6858533.5,Multi_usage,2,30,0,1,1,2,0.0,0.0,31822.0
732,NonResidential,Supermarket / Grocery Store,NORTHWEST,1.0,1,141890,35545,Supermarket/Grocery Store,16865978.0,Multi_usage,2,46,0,1,1,2,0.0,0.0,141890.0
734,NonResidential,Small- and Mid-Sized Office,BALLARD,1.0,4,92092,21055,Office,4817062.0,Mono_usage,1,15,0,1,0,1,0.0,0.0,23023.0
735,NonResidential,Warehouse,MAGNOLIA_QUEENANNE,0.0,3,56259,0,Non-Refrigerated Warehouse,2346571.5,Multi_usage,3,42,0,1,1,2,0.37259816207184626,0.06603387902380063,18753.0
738,NonResidential,Other,NORTHEAST,1.0,6,143439,0,Other,25631512.0,Multi_usage,2,10,0,1,1,2,0.16640523149213254,0.0,23906.5
739,NonResidential,Large Office,LAKE_UNION,1.0,4,202623,88855,Office,8873485.0,Multi_usage,3,8,0,1,0,1,0.15788928206570824,0.03145743573039586,50655.75
740,NonResidential,Small- and Mid-Sized Office,LAKE_UNION,1.0,2,77174,25800,Office,5481549.0,Mono_usage,1,16,0,1,0,1,0.0,0.0,38587.0
741,NonResidential,Large Office,MAGNOLIA_QUEENANNE,1.0,5,110524,0,Office,6859198.0,Multi_usage,3,18,0,1,0,1,0.07811877963157324,0.0,22104.8
742,NonResidential,Mixed Use Property,LAKE_UNION,1.0,5,287224,103650,Parking,21042926.0,Multi_usage,4,8,0,1,1,2,0.30655864412444644,0.18837562320697435,57444.8
743,NonResidential,Laboratory,LAKE_UNION,1.0,4,115748,18382,Laboratory,36436388.0,Mono_usage,1,17,0,1,1,2,0.0,0.0,28937.0
744,NonResidential,Large Office,MAGNOLIA_QUEENANNE,1.0,7,241875,84689,Office,8655604.0,Multi_usage,2,16,0,1,1,2,0.3449095607235142,0.0,34553.57142857143
745,NonResidential,Large Office,MAGNOLIA_QUEENANNE,1.0,5,102930,18720,Office,4750799.0,Multi_usage,2,42,0,1,1,2,0.14732342368600018,0.0,20586.0
748,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,3,76893,0,Office,12029600.0,Multi_usage,3,114,0,1,1,2,0.43410973690713067,0.20606557163851066,25631.0
749,NonResidential,Large Office,DOWNTOWN,1.0,8,150000,23630,Office,9343428.0,Multi_usage,2,41,0,1,1,2,0.15942,0.0,18750.0
750,NonResidential,Large Office,DOWNTOWN,1.0,7,274362,0,Office,16540550.0,Mono_usage,1,63,0,1,1,2,0.0,0.0,39194.57142857143
751,NonResidential,Large Office,DOWNTOWN,1.0,15,378002,116280,Office,17750994.0,Multi_usage,2,33,0,1,1,2,0.18942227818900428,0.0,25200.133333333335
752,NonResidential,Large Office,DOWNTOWN,1.0,11,169020,0,Office,11480494.0,Multi_usage,5,53,1,1,1,3,0.06115844278783576,0.04856230031948882,15365.454545454546
775,NonResidential,Large Office,DOWNTOWN,1.0,76,1952220,319400,Office,92937640.0,Multi_usage,2,31,0,1,1,2,0.16359221809017427,0.0,25687.105263157893
754,NonResidential,Large Office,DOWNTOWN,1.0,19,383515,89778,Office,15878689.0,Multi_usage,3,35,0,1,0,1,0.22111260315763398,0.0490176394665137,20185.0
755,NonResidential,Medical Office,DOWNTOWN,1.0,18,363934,28870,Medical Office,22104512.0,Multi_usage,3,91,1,1,1,3,0.07582968340413372,0.05912885303379184,20218.555555555555
756,NonResidential,Retail Store,DOWNTOWN,1.0,4,78920,0,Retail Store,8303666.5,Mono_usage,1,87,0,1,1,2,0.0,0.0,19730.0
757,NonResidential,Large Office,DOWNTOWN,1.0,7,131143,87160,Office,5177270.5,Multi_usage,2,37,0,1,1,2,0.08275699046079471,0.0,18734.714285714286
758,NonResidential,Other,DOWNTOWN,1.0,1,947987,0,Other - Mall,46510960.0,Multi_usage,4,17,0,1,0,1,0.10548667861479114,0.0843893428918329,947987.0
759,NonResidential,Mixed Use Property,EAST,1.0,4,55520,0,Office,3686962.25,Multi_usage,5,108,0,1,1,2,0.27557636887608067,0.2413544668587896,13880.0
760,NonResidential,Large Office,DOWNTOWN,1.0,10,132998,0,Office,3775187.5,Multi_usage,2,108,1,1,0,2,0.0,0.0,13299.8
761,NonResidential,Retail Store,DOWNTOWN,1.0,3,83118,0,Retail Store,2443141.5,Mono_usage,1,76,0,1,1,2,0.0,0.0,27706.0
762,NonResidential,Retail Store,DOWNTOWN,1.0,3,77555,0,Retail Store,7802205.5,Mono_usage,1,92,0,1,1,2,0.0,0.0,25851.666666666668
763,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,6,51218,0,Office,2886141.5,Multi_usage,2,107,0,1,0,1,0.13752977468858604,0.0,8536.333333333334
764,NonResidential,Large Office,DOWNTOWN,1.0,29,489182,0,Office,36378588.0,Multi_usage,4,46,0,1,1,2,0.1337968281743809,0.01900110797208401,16868.344827586207
765,NonResidential,Large Office,DOWNTOWN,1.0,27,216571,13320,Office,16246106.0,Multi_usage,3,87,1,1,1,3,0.061504079493561,0.028840426465223876,8021.148148148148
766,NonResidential,Large Office,DOWNTOWN,1.0,13,189175,0,Office,19036416.0,Multi_usage,2,95,0,1,0,1,0.06684287035813401,0.0,14551.923076923076
767,NonResidential,Large Office,DOWNTOWN,1.0,13,293803,74481,Office,17074142.0,Multi_usage,2,18,0,1,0,1,0.2403072807289238,0.0,22600.23076923077
768,NonResidential,Large Office,DOWNTOWN,1.0,7,122356,0,Office,4585070.5,Multi_usage,3,106,0,1,1,2,0.12686750138938835,0.0014874628134296643,17479.428571428572
769,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,3,52298,0,Office,1968655.125,Mono_usage,1,95,0,1,0,1,0.0,0.0,17432.666666666668
771,NonResidential,Large Office,DOWNTOWN,1.0,17,116640,0,Office,6758565.5,Multi_usage,4,105,1,1,0,2,0.05625,0.05429526748971193,6861.176470588235
772,NonResidential,Large Office,DOWNTOWN,1.0,42,1249055,201121,Office,37980712.0,Multi_usage,5,35,0,1,0,1,0.23763164952704244,0.010360632638274535,29739.404761904763
776,NonResidential,Medical Office,EAST,1.0,5,188339,99314,Medical Office,8523594.0,Multi_usage,2,28,0,1,1,2,0.3557415086625712,0.0,37667.8
777,NonResidential,University,CENTRAL,1.0,2,60122,0,College/University,690529.5,Multi_usage,2,100,0,1,1,2,0.0,0.0,30061.0
778,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,6,95000,13700,Office,4052720.0,Multi_usage,2,106,0,1,1,2,0.0892,0.0,15833.333333333334
779,NonResidential,Large Office,DOWNTOWN,1.0,9,224857,0,Office,15272491.0,Mono_usage,1,45,1,1,0,2,0.0,0.0,24984.11111111111
780,NonResidential,Large Office,DOWNTOWN,1.0,8,446261,124788,Office,13568148.0,Multi_usage,2,18,0,1,0,1,0.2559869672680337,0.0,55782.625
782,NonResidential,Other,GREATER_DUWAMISH,1.0,2,58492,0,Other,1594422.5,Mono_usage,1,77,0,1,1,2,0.0,0.0,29246.0
783,NonResidential,Small- and Mid-Sized Office,GREATER_DUWAMISH,1.0,6,62370,0,Office,4353025.0,Multi_usage,2,109,0,1,0,1,0.16687510020843355,0.0,10395.0
784,NonResidential,Warehouse,GREATER_DUWAMISH,1.0,1,73296,0,Non-Refrigerated Warehouse,2356376.75,Multi_usage,2,56,0,1,1,2,0.0,0.0,73296.0
785,Nonresidential COS,Other,GREATER_DUWAMISH,1.0,4,99122,0,Other,14469228.0,Multi_usage,2,72,0,1,1,2,0.4952079255866508,0.0,24780.5
786,NonResidential,Other,GREATER_DUWAMISH,1.0,1,66133,0,Other,6345009.5,Multi_usage,3,31,0,1,1,2,0.20874601182465638,0.03641147384815448,66133.0
787,NonResidential,Warehouse,GREATER_DUWAMISH,1.0,2,115668,0,Non-Refrigerated Warehouse,3534690.75,Multi_usage,4,64,0,1,1,2,0.06975135733305668,0.03691600096828855,57834.0
791,NonResidential,Other,GREATER_DUWAMISH,1.0,1,141686,0,Other,6673138.0,Mono_usage,1,46,0,1,0,1,0.0,0.0,141686.0
792,NonResidential,Small- and Mid-Sized Office,GREATER_DUWAMISH,1.0,1,93610,0,Office,6235947.0,Multi_usage,2,66,0,1,1,2,0.005362674927892319,0.0,93610.0
