OSEBuildingID,BuildingType,PrimaryPropertyType,Neighborhood,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,LargestPropertyUseType,SiteEnergyUse(kBtu),UsageType,NumPropertyUseTypes,BuildingAge,HasSteam,HasElectricity,HasGas,NbSourcesEnergies,SecondUseRatio,ThirdUseRatio,AreaPerFloor
24994,NonResidential,Other,DOWNTOWN,1.0,2,47963,21384,Other - Mall,8163413.0,Multi_usage,2,25,0,1,1,2,0.12509642849696642,0.0,23981.5
25000,NonResidential,Warehouse,DOWNTOWN,1.0,1,23903,0,Non-Refrigerated Warehouse,415364.5938,Multi_usage,2,86,0,1,1,2,0.18826088775467514,0.0,23903.0
25001,NonResidential,Self-Storage Facility,NORTHEAST,1.0,3,22522,0,Self-Storage Facility,561473.875,Mono_usage,1,69,0,1,1,2,0.0,0.0,7507.333333333333
25002,NonResidential,Self-Storage Facility,NORTHEAST,1.0,4,38959,0,Self-Storage Facility,905750.375,Mono_usage,1,20,0,1,1,2,0.0,0.0,9739.75
25025,NonResidential,Warehouse,GREATER_DUWAMISH,1.0,2,25955,0,Non-Refrigerated Warehouse,1218112.0,Multi_usage,3,88,0,1,0,1,0.3369293007127721,0.11789635908302831,12977.5
25069,Campus,K-12 School,EAST,1.0,4,46100,0,K-12 School,2177064.75,Multi_usage,2,93,1,1,1,3,0.0,0.0,11525.0
25115,NonResidential,Worship Facility,NORTHWEST,1.0,2,21936,0,Worship Facility,608755.375,Mono_usage,1,65,0,1,1,2,0.0,0.0,10968.0
25124,NonResidential,Other,NORTH,1.0,1,25406,0,"Personal Services (Health/Beauty, Dry Cleaning, etc)",2442220.0,Mono_usage,3,56,0,1,1,2,0.0,0.0,25406.0
25148,NonResidential,Small- and Mid-Sized Office,SOUTHEAST,1.0,2,23250,0,Office,904236.0,Mono_usage,1,49,0,1,0,1,0.0,0.0,11625.0
25163,NonResidential,Warehouse,GREATER_DUWAMISH,1.0,1,30000,0,Non-Refrigerated Warehouse,2794837.0,Multi_usage,2,56,0,1,1,2,0.0,0.0,30000.0
25165,Nonresidential COS,Warehouse,GREATER_DUWAMISH,1.0,1,45036,0,Non-Refrigerated Warehouse,1791697.75,Multi_usage,6,54,0,1,1,2,0.3125055511146638,0.14999111821653788,45036.0
25217,SPS-District K-12,K-12 School,SOUTHWEST,1.0,1,51410,0,K-12 School,1968907.25,Mono_usage,1,54,0,1,1,2,0.0,0.0,51410.0
25250,NonResidential,University,MAGNOLIA_QUEENANNE,1.0,2,122679,0,College/University,16378152.0,Multi_usage,2,57,0,1,1,2,0.016302708695049684,0.0,61339.5
25251,Campus,University,MAGNOLIA_QUEENANNE,14.0,2,537000,0,College/University,90609640.0,Mono_usage,1,71,0,1,1,2,0.0,0.0,268500.0
25268,NonResidential,Small- and Mid-Sized Office,NORTH,1.0,4,23022,0,Office,1027230.875,Mono_usage,1,36,0,1,1,2,0.0,0.0,5755.5
25275,NonResidential,Refrigerated Warehouse,GREATER_DUWAMISH,1.0,1,27263,0,Refrigerated Warehouse,2470642.0,Multi_usage,3,49,0,1,0,1,0.09903532259839343,0.09169937277629021,27263.0
25276,NonResidential,Warehouse,GREATER_DUWAMISH,1.0,1,31569,0,Non-Refrigerated Warehouse,3064039.5,Mono_usage,1,54,0,1,1,2,0.0,0.0,31569.0
25277,NonResidential,Warehouse,GREATER_DUWAMISH,1.0,1,22509,0,Non-Refrigerated Warehouse,177812.7969,Mono_usage,1,60,0,1,0,1,0.0,0.0,22509.0
25278,NonResidential,Warehouse,GREATER_DUWAMISH,1.0,1,39984,0,Non-Refrigerated Warehouse,1073156.375,Multi_usage,2,60,0,1,1,2,0.22008803521408563,0.0,39984.0
25317,SPS-District K-12,K-12 School,EAST,1.0,2,73769,0,K-12 School,2556131.0,Mono_usage,1,91,0,1,1,2,0.0,0.0,36884.5
25325,NonResidential,Worship Facility,EAST,1.0,1,26440,0,Worship Facility,719905.1875,Mono_usage,1,110,0,1,1,2,0.0,0.0,26440.0
25361,SPS-District K-12,K-12 School,NORTHEAST,1.0,1,43578,0,K-12 School,1436773.875,Mono_usage,1,55,0,1,1,2,0.0,0.0,43578.0
25364,NonResidential,Self-Storage Facility,GREATER_DUWAMISH,1.0,2,28800,0,Self-Storage Facility,1143826.625,Mono_usage,1,60,0,1,1,2,0.0,0.0,14400.0
25371,NonResidential,K-12 School,CENTRAL,4.0,2,28500,0,K-12 School,1162561.125,Mono_usage,1,7,0,1,1,2,0.0,0.0,14250.0
25451,NonResidential,Restaurant,LAKE_UNION,1.0,2,26519,0,Restaurant,3717064.0,Multi_usage,2,38,0,1,1,2,0.48746181982729364,0.0,13259.5
25452,NonResidential,Mixed Use Property,LAKE_UNION,1.0,2,34639,15402,Restaurant,15480681.0,Multi_usage,3,28,0,1,1,2,0.5675394786223621,0.44464332111204136,17319.5
25457,NonResidential,Other,MAGNOLIA_QUEENANNE,1.0,2,26300,0,Other - Entertainment/Public Assembly,3537841.5,Mono_usage,1,95,0,1,1,2,0.0,0.0,13150.0
25461,NonResidential,Restaurant,LAKE_UNION,0.0,2,34072,0,Restaurant,6584966.5,Mono_usage,1,54,0,1,1,2,0.0,0.0,17036.0
25462,NonResidential,Small- and Mid-Sized Office,LAKE_UNION,1.0,3,23355,0,Office,840549.375,Mono_usage,1,67,0,1,0,1,0.0,0.0,7785.0
25464,NonResidential,Small- and Mid-Sized Office,MAGNOLIA_QUEENANNE,1.0,4,30840,0,Office,3542708.5,Multi_usage,2,51,0,1,1,2,0.03826199740596628,0.0,7710.0
25471,NonResidential,Other,NORTHEAST,1.0,1,20332,0,Other,392683.6875,Mono_usage,1,70,0,1,1,2,0.0,0.0,20332.0
25513,NonResidential,Worship Facility,CENTRAL,1.0,1,21850,0,Worship Facility,317794.4063,Mono_usage,1,116,0,1,1,2,0.0,0.0,21850.0
25528,NonResidential,Large Office,DOWNTOWN,1.0,13,307557,83064,Office,9512829.0,Multi_usage,4,33,0,1,0,1,0.27007676625796195,0.17903998283245057,23658.23076923077
25537,NonResidential,Self-Storage Facility,MAGNOLIA_QUEENANNE,1.0,2,28309,0,Self-Storage Facility,430308.9063,Mono_usage,1,98,0,1,1,2,0.0,0.0,14154.5
25540,NonResidential,Hotel,DOWNTOWN,1.0,4,45500,0,Hotel,2799595.0,Mono_usage,1,102,1,1,1,3,0.0,0.0,11375.0
25541,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,5,38376,0,Office,2058532.875,Multi_usage,2,116,0,1,0,1,0.06277360850531583,0.0,7675.2
25543,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,4,42804,0,Office,1544501.75,Multi_usage,2,116,0,1,1,2,0.1537940379403794,0.0,10701.0
25548,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,4,33300,0,Office,1287497.375,Multi_usage,4,116,0,1,1,2,0.08468468468468468,0.07138138138138138,8325.0
25554,NonResidential,Other,DOWNTOWN,1.0,3,22200,0,Other,188745.7031,Mono_usage,1,116,0,1,1,2,0.0,0.0,7400.0
25563,NonResidential,Warehouse,MAGNOLIA_QUEENANNE,1.0,2,29498,0,Non-Refrigerated Warehouse,3768900.5,Multi_usage,2,48,0,1,1,2,0.3101227201844193,0.0,14749.0
25567,NonResidential,Warehouse,LAKE_UNION,1.0,1,23050,0,Non-Refrigerated Warehouse,466672.6875,Mono_usage,1,78,0,1,0,1,0.0,0.0,23050.0
25568,NonResidential,Small- and Mid-Sized Office,LAKE_UNION,1.0,4,48350,0,Small- and Mid-Sized Office,3168131.0,Mono_usage,1,8,0,1,0,1,0.0,0.0,12087.5
25572,NonResidential,Retail Store,NORTHEAST,1.0,1,46059,0,Retail Store,1582655.875,Mono_usage,1,86,0,1,1,2,0.0,0.0,46059.0
25635,NonResidential,Medical Office,NORTHEAST,1.0,2,23595,0,Medical Office,817409.625,Mono_usage,1,46,0,1,1,2,0.0,0.0,11797.5
25657,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,3,28142,0,Office,847097.8125,Mono_usage,1,116,1,1,1,3,0.0,0.0,9380.666666666666
25658,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,3,28760,0,Office,2615973.5,Multi_usage,3,116,1,1,1,3,0.20931849791376914,0.2086230876216968,9586.666666666666
25659,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,4,39030,0,Office,713326.875,Multi_usage,2,114,0,1,1,2,0.17127850371509096,0.0,9757.5
25661,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,0.0,3,47215,0,Office,2092696.0,Multi_usage,2,107,0,1,1,2,0.47391718733453353,0.0,15738.333333333334
25663,Nonresidential COS,Other,EAST,1.0,2,61580,27000,Other,4199443.0,Multi_usage,2,90,0,1,1,2,0.37599870087690807,0.0,30790.0
25664,NonResidential,Small- and Mid-Sized Office,EAST,1.0,3,30720,0,Office,1288669.5,Multi_usage,2,99,0,1,1,2,0.032552083333333336,0.0,10240.0
25666,NonResidential,Mixed Use Property,EAST,1.0,2,20640,0,Retail Store,412562.4063,Multi_usage,3,100,0,1,0,1,0.44631782945736437,0.1187015503875969,10320.0
25667,NonResidential,Mixed Use Property,EAST,1.0,2,34914,0,Retail Store,1333289.625,Multi_usage,3,104,0,1,0,1,0.3046915277539096,0.1671822191670963,17457.0
25670,NonResidential,Small- and Mid-Sized Office,EAST,1.0,3,20897,0,Office,964923.8125,Multi_usage,3,110,0,1,1,2,0.164281954347514,0.16270278030339283,6965.666666666667
25671,NonResidential,Retail Store,EAST,1.0,2,36940,0,Retail Store,336745.4063,Mono_usage,1,100,0,1,0,1,0.0,0.0,18470.0
25672,NonResidential,Small- and Mid-Sized Office,EAST,1.0,3,22866,0,Office,1153690.125,Mono_usage,1,103,0,1,1,2,0.0,0.0,7622.0
25673,NonResidential,Retail Store,EAST,1.0,1,30240,0,Retail Store,1264626.875,Multi_usage,2,96,0,1,1,2,0.02361111111111111,0.0,30240.0
25694,NonResidential,Other,NORTHEAST,1.0,2,28586,0,Other,5078204.0,Mono_usage,1,54,0,1,0,1,0.0,0.0,14293.0
25709,NonResidential,Hotel,DOWNTOWN,1.0,3,28800,0,Hotel,4644346.0,Multi_usage,2,108,0,1,1,2,0.25,0.0,9600.0
25711,NonResidential,Restaurant,DOWNTOWN,1.0,3,28800,0,Restaurant,899924.1875,Mono_usage,1,103,0,1,1,2,0.0,0.0,9600.0
25713,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,3,35202,0,Office,3605755.5,Multi_usage,2,37,0,1,0,1,0.25927504119084144,0.0,11734.0
25737,NonResidential,Senior Care Community,EAST,1.0,6,95117,26082,Senior Care Community,7202141.5,Multi_usage,2,47,0,1,1,2,0.27420965757961246,0.0,15852.833333333334
25743,NonResidential,Worship Facility,EAST,1.0,2,24600,0,Worship Facility,331059.5,Mono_usage,1,106,0,1,1,2,0.0,0.0,12300.0
25745,NonResidential,Worship Facility,EAST,1.0,1,48850,0,Worship Facility,1063480.5,Multi_usage,3,116,1,1,1,3,0.08853633572159672,0.07574206755373593,48850.0
25772,NonResidential,Hospital,SOUTHWEST,0.0,3,54863,0,Hospital (General Medical & Surgical),2037720.625,Mono_usage,1,55,0,1,0,1,0.0,0.0,18287.666666666668
25839,NonResidential,Warehouse,GREATER_DUWAMISH,1.0,1,25000,0,Non-Refrigerated Warehouse,1989103.875,Multi_usage,3,52,0,1,1,2,0.3,0.16428,25000.0
25842,NonResidential,Warehouse,GREATER_DUWAMISH,1.0,1,25000,0,Non-Refrigerated Warehouse,287132.5,Multi_usage,2,56,0,1,1,2,0.04,0.0,25000.0
25844,NonResidential,Other,GREATER_DUWAMISH,1.0,1,22622,0,Manufacturing/Industrial Plant,774075.6875,Mono_usage,1,89,0,1,1,2,0.0,0.0,22622.0
25847,NonResidential,Small- and Mid-Sized Office,EAST,1.0,3,27544,0,Office,1031667.5,Multi_usage,2,99,0,1,1,2,0.1359279697937845,0.0,9181.333333333334
25886,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,7,47415,0,Office,1478979.25,Multi_usage,4,27,0,1,0,1,0.1476326057154909,0.12048929663608562,6773.571428571428
25907,NonResidential,Other,MAGNOLIA_QUEENANNE,1.0,3,22960,0,Other - Entertainment/Public Assembly,2266983.0,Mono_usage,1,55,0,1,1,2,0.0,0.0,7653.333333333333
25914,NonResidential,Supermarket / Grocery Store,EAST,1.0,1,44739,0,Supermarket/Grocery Store,14585813.0,Multi_usage,2,18,0,1,1,2,0.0,0.0,44739.0
25932,NonResidential,Mixed Use Property,NORTHEAST,1.0,1,22778,0,Retail Store,2470566.0,Multi_usage,5,68,0,1,1,2,0.567345684432347,0.1633154798489771,22778.0
25935,NonResidential,Worship Facility,BALLARD,1.0,2,21562,0,Worship Facility,866806.0,Multi_usage,2,60,0,1,1,2,0.018551154809386884,0.0,10781.0
25954,NonResidential,Other,CENTRAL,1.0,1,25753,0,Other - Entertainment/Public Assembly,1378130.25,Mono_usage,1,57,0,1,1,2,0.0,0.0,25753.0
25955,NonResidential,Other,EAST,1.0,3,71280,0,Other - Recreation,22767828.0,Mono_usage,1,88,0,1,1,2,0.0,0.0,23760.0
25956,SPS-District K-12,K-12 School,EAST,1.0,3,38297,0,K-12 School,1845150.625,Mono_usage,1,91,0,1,1,2,0.0,0.0,12765.666666666666
25965,NonResidential,Senior Care Community,EAST,1.0,16,153312,0,Senior Care Community,20628680.0,Multi_usage,3,53,0,1,1,2,0.4716982362763515,0.03079993738259236,9582.0
26002,NonResidential,Worship Facility,SOUTHEAST,1.0,1,24200,0,Worship Facility,826488.6875,Multi_usage,2,48,0,1,1,2,0.0,0.0,24200.0
26017,NonResidential,Residence Hall,MAGNOLIA_QUEENANNE,1.0,4,23513,2211,Residence Hall/Dormitory,1740568.25,Multi_usage,5,35,0,1,1,2,0.11057712754646366,0.07655339599370561,5878.25
26040,NonResidential,Self-Storage Facility,DELRIDGE,1.0,3,66610,0,Self-Storage Facility,640377.0,Mono_usage,1,22,0,1,1,2,0.0,0.0,22203.333333333332
26233,NonResidential,Other,GREATER_DUWAMISH,1.0,1,36000,0,Other,3646053.75,Multi_usage,2,66,0,1,1,2,0.03888888888888889,0.0,36000.0
26098,NonResidential,K-12 School,NORTHWEST,1.0,2,23222,0,K-12 School,1219863.125,Mono_usage,1,78,0,1,1,2,0.0,0.0,11611.0
26115,NonResidential,Mixed Use Property,EAST,1.0,2,24476,0,Fitness Center/Health Club/Gym,2662054.25,Multi_usage,6,92,0,1,1,2,0.2399084817780683,0.219602876286975,12238.0
26119,NonResidential,Retail Store,EAST,0.0,2,24750,0,Retail Store,782343.8125,Multi_usage,3,106,0,1,1,2,0.08282828282828283,0.050505050505050504,12375.0
26125,NonResidential,K-12 School,EAST,1.0,3,60000,0,K-12 School,3625407.5,Mono_usage,1,112,0,1,1,2,0.0,0.0,20000.0
26126,NonResidential,Other,EAST,1.0,2,46560,0,Other - Entertainment/Public Assembly,690557.6875,Mono_usage,1,62,0,1,1,2,0.0,0.0,23280.0
26139,NonResidential,Other,MAGNOLIA_QUEENANNE,1.0,3,30408,0,Bank Branch,1440554.25,Multi_usage,2,36,0,1,0,1,0.17784793475401212,0.0,10136.0
26146,NonResidential,Small- and Mid-Sized Office,MAGNOLIA_QUEENANNE,1.0,3,30109,0,Office,1465795.75,Multi_usage,2,96,0,1,1,2,0.239131156796971,0.0,10036.333333333334
26150,SPS-District K-12,K-12 School,SOUTHWEST,1.0,2,39929,0,K-12 School,1813718.0,Mono_usage,1,52,0,1,1,2,0.0,0.0,19964.5
26154,NonResidential,Small- and Mid-Sized Office,MAGNOLIA_QUEENANNE,1.0,2,25481,0,Office,917100.3125,Mono_usage,1,56,0,1,1,2,0.0,0.0,12740.5
26157,NonResidential,Senior Care Community,SOUTHEAST,1.0,1,141297,0,Senior Care Community,19423344.0,Mono_usage,1,49,0,1,1,2,0.0,0.0,141297.0
26183,NonResidential,Small- and Mid-Sized Office,LAKE_UNION,1.0,2,27788,0,Office,2119806.25,Multi_usage,2,104,0,1,1,2,0.17539945300129553,0.0,13894.0
26218,NonResidential,Hotel,NORTHWEST,1.0,4,41704,8584,Hotel,1943899.25,Mono_usage,1,26,0,1,1,2,0.0,0.0,10426.0
26235,NonResidential,Warehouse,GREATER_DUWAMISH,1.0,2,22324,0,Non-Refrigerated Warehouse,588856.125,Mono_usage,1,75,0,1,1,2,0.0,0.0,11162.0
26236,NonResidential,Other,GREATER_DUWAMISH,1.0,2,31360,0,Other - Entertainment/Public Assembly,1725108.25,Mono_usage,1,70,0,1,1,2,0.0,0.0,15680.0
26237,NonResidential,Mixed Use Property,GREATER_DUWAMISH,1.0,1,30496,0,Retail Store,1992158.25,Multi_usage,3,69,0,1,1,2,0.33683105981112277,0.2627229800629591,30496.0
26254,NonResidential,Small- and Mid-Sized Office,EAST,1.0,3,27600,0,Office,1072151.375,Multi_usage,2,94,0,1,1,2,0.33242753623188404,0.0,9200.0
26289,NonResidential,Senior Care Community,NORTHWEST,1.0,2,55974,0,Senior Care Community,6135173.0,Mono_usage,1,55,0,1,1,2,0.0,0.0,27987.0
26319,SPS-District K-12,K-12 School,GREATER_DUWAMISH,1.0,2,52901,0,K-12 School,2240342.0,Mono_usage,1,45,0,1,1,2,0.0,0.0,26450.5
26324,NonResidential,Senior Care Community,NORTH,1.0,1,22583,0,Senior Care Community,1981360.0,Mono_usage,1,62,0,1,1,2,0.0,0.0,22583.0
26331,NonResidential,Small- and Mid-Sized Office,LAKE_UNION,0.0,3,31686,7358,Office,2305643.5,Multi_usage,4,19,0,1,0,1,0.21302783563718994,0.11812787982074102,10562.0
26348,NonResidential,Small- and Mid-Sized Office,LAKE_UNION,1.0,3,26694,6034,Office,720170.6875,Multi_usage,2,35,0,1,0,1,0.17681876077021053,0.0,8898.0
26359,NonResidential,Warehouse,NORTHWEST,1.0,1,29400,0,Non-Refrigerated Warehouse,227509.5,Mono_usage,1,44,0,1,0,1,0.0,0.0,29400.0
26379,NonResidential,Hotel,GREATER_DUWAMISH,1.0,3,22452,0,Hotel,1244150.0,Mono_usage,1,24,0,1,1,2,0.0,0.0,7484.0
26392,NonResidential,Other,NORTHEAST,1.0,2,25767,0,Bank Branch,1581352.75,Mono_usage,1,104,0,1,0,1,0.0,0.0,12883.5
26393,NonResidential,Retail Store,NORTHEAST,1.0,4,33910,0,Retail Store,1822834.25,Multi_usage,2,63,0,1,1,2,0.4264818637570038,0.0,8477.5
26396,NonResidential,Worship Facility,NORTHEAST,1.0,2,78401,0,Worship Facility,2462408.25,Multi_usage,4,89,0,1,1,2,0.1267840971416181,0.06326449917730641,39200.5
26460,NonResidential,Warehouse,LAKE_UNION,1.0,2,78716,0,Non-Refrigerated Warehouse,4103800.75,Multi_usage,4,37,0,1,1,2,0.37348188424208545,0.07975506885512475,39358.0
26465,NonResidential,K-12 School,LAKE_UNION,1.0,2,33300,0,K-12 School,1594733.625,Mono_usage,1,106,0,1,1,2,0.0,0.0,16650.0
26473,NonResidential,Supermarket / Grocery Store,LAKE_UNION,1.0,1,28808,0,Supermarket/Grocery Store,9232576.0,Mono_usage,1,59,0,1,1,2,0.0,0.0,28808.0
26528,NonResidential,Small- and Mid-Sized Office,NORTHEAST,1.0,1,27966,7004,Office,1100499.75,Multi_usage,2,59,0,1,0,1,0.25044697132231997,0.0,27966.0
26529,NonResidential,Supermarket / Grocery Store,NORTHEAST,1.0,1,26226,0,Supermarket/Grocery Store,7588060.5,Multi_usage,2,66,0,1,1,2,0.0,0.0,26226.0
26535,NonResidential,Mixed Use Property,NORTHEAST,1.0,2,34948,15755,Bank Branch,1159807.125,Multi_usage,2,40,0,1,0,1,0.5489012246766625,0.0,17474.0
26587,NonResidential,Small- and Mid-Sized Office,LAKE_UNION,1.0,3,37639,9999,Office,6197824.5,Multi_usage,2,18,0,1,0,1,0.20077579106777543,0.0,12546.333333333334
26593,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,4,22840,0,Office,881386.1875,Multi_usage,2,116,0,1,0,1,0.19439579684763572,0.0,5710.0
26594,NonResidential,Other,DOWNTOWN,1.0,1,21420,0,Museum,810636.875,Multi_usage,5,116,0,1,1,2,0.2334267040149393,0.09337068160597572,21420.0
26596,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,1,20880,0,Office,683274.0,Mono_usage,1,116,0,1,0,1,0.0,0.0,20880.0
26600,NonResidential,Mixed Use Property,DOWNTOWN,1.0,3,26000,0,Office,1063035.875,Multi_usage,2,50,0,1,1,2,0.5,0.0,8666.666666666666
26601,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,3,38675,0,Office,1938776.75,Multi_usage,2,116,0,1,1,2,0.11069166127989657,0.0,12891.666666666666
26602,Nonresidential COS,Small- and Mid-Sized Office,DOWNTOWN,1.0,4,49951,0,Office,5134446.0,Multi_usage,2,87,1,1,1,3,0.4811715481171548,0.0,12487.75
26611,NonResidential,Medical Office,SOUTHEAST,1.0,2,25880,0,Medical Office,1941728.75,Mono_usage,1,6,0,1,1,2,0.0,0.0,12940.0
26657,NonResidential,Worship Facility,NORTHEAST,1.0,3,41013,0,Worship Facility,1080821.0,Multi_usage,2,89,0,1,1,2,0.05632360471070148,0.0,13671.0
26667,NonResidential,Other,NORTHEAST,1.0,2,21075,0,Social/Meeting Hall,1581036.75,Multi_usage,2,12,0,1,1,2,0.1423487544483986,0.0,10537.5
26670,NonResidential,Worship Facility,NORTHEAST,1.0,3,46485,0,Worship Facility,1544995.75,Mono_usage,1,66,0,1,1,2,0.0,0.0,15495.0
26681,NonResidential,Small- and Mid-Sized Office,NORTHWEST,1.0,4,56896,0,Office,1402048.5,Multi_usage,2,51,0,1,1,2,0.28346456692913385,0.0,14224.0
26695,NonResidential,Worship Facility,NORTHWEST,1.0,2,27500,0,Worship Facility,577123.125,Mono_usage,1,38,0,1,1,2,0.0,0.0,13750.0
26705,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,2,36630,0,Office,541943.3125,Multi_usage,2,86,0,1,0,1,0.3003003003003003,0.0,18315.0
26706,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,0.0,3,26830,0,Office,2099386.75,Multi_usage,2,116,0,1,1,2,0.37271710771524413,0.0,8943.333333333334
26708,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,5,41920,0,Office,1103594.75,Mono_usage,1,110,0,1,0,1,0.0,0.0,8384.0
26710,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,5,36879,0,Office,1537570.25,Mono_usage,1,111,0,1,1,2,0.0,0.0,7375.8
26711,NonResidential,Other,DOWNTOWN,1.0,6,29820,0,Other - Lodging/Residential,1601955.625,Mono_usage,1,112,0,1,1,2,0.0,0.0,4970.0
26719,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,0.0,2,33640,0,Office,1078535.75,Mono_usage,1,111,0,1,0,1,0.0,0.0,16820.0
26720,NonResidential,Warehouse,DOWNTOWN,1.0,4,43484,0,Non-Refrigerated Warehouse,1567040.75,Multi_usage,3,110,0,1,0,1,0.2191840677030632,0.1733281206880692,10871.0
26726,NonResidential,Mixed Use Property,DOWNTOWN,1.0,3,22480,0,Office,981009.125,Multi_usage,3,116,0,1,0,1,0.4804270462633452,0.3202846975088968,7493.333333333333
26728,NonResidential,Hotel,DOWNTOWN,1.0,4,33018,0,Hotel,4857581.5,Multi_usage,2,91,0,1,1,2,0.18671633654370343,0.0,8254.5
26731,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,2,26510,0,Office,987063.6875,Mono_usage,1,46,0,1,1,2,0.0,0.0,13255.0
26759,NonResidential,Warehouse,LAKE_UNION,1.0,1,40028,0,Non-Refrigerated Warehouse,942415.1875,Multi_usage,3,78,0,1,1,2,0.2550214849605276,0.1548915758968722,40028.0
26761,NonResidential,Small- and Mid-Sized Office,LAKE_UNION,1.0,3,44510,18228,Office,2188051.25,Multi_usage,2,9,0,1,0,1,0.40952594922489327,0.0,14836.666666666666
26773,NonResidential,Worship Facility,NORTH,1.0,1,21624,0,Worship Facility,666687.5,Mono_usage,1,62,0,1,1,2,0.0,0.0,21624.0
26808,SPS-District K-12,K-12 School,NORTHWEST,1.0,1,42239,0,K-12 School,2145603.5,Mono_usage,1,46,0,1,1,2,0.0,0.0,42239.0
26821,SPS-District K-12,K-12 School,NORTHWEST,1.0,3,51360,0,K-12 School,1403094.75,Mono_usage,1,91,0,1,1,2,0.0,0.0,17120.0
26833,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,0.0,3,21600,0,Office,1539176.625,Multi_usage,2,23,0,1,1,2,0.46296296296296297,0.0,7200.0
26838,NonResidential,Hotel,DOWNTOWN,1.0,5,40552,0,Hotel,1200180.875,Mono_usage,1,106,0,1,1,2,0.0,0.0,8110.4
26847,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1.0,3,31432,0,Office,1439572.375,Multi_usage,3,107,0,1,0,1,0.22667981674726392,0.03970475948078391,10477.333333333334
26849,NonResidential,Retail Store,DOWNTOWN,1.0,2,24550,0,Retail Store,977230.3125,Multi_usage,2,99,0,1,1,2,0.45010183299389,0.0,12275.0
26870,SPS-District K-12,K-12 School,LAKE_UNION,1.0,2,61052,0,K-12 School,2366929.5,Mono_usage,1,16,0,1,1,2,0.0,0.0,30526.0
26883,NonResidential,Other,CENTRAL,1.0,3,25864,0,Social/Meeting Hall,1028277.313,Multi_usage,2,108,0,1,1,2,0.3255490256727498,0.0,8621.333333333334
26905,NonResidential,Other,NORTHEAST,1.0,3,20686,0,Other - Lodging/Residential,1207504.0,Mono_usage,1,92,0,1,1,2,0.0,0.0,6895.333333333333
26906,NonResidential,Residence Hall,NORTHEAST,1.0,3,22124,0,Residence Hall/Dormitory,637685.0,Mono_usage,1,87,0,1,0,1,0.0,0.0,7374.666666666667
26909,NonResidential,Residence Hall,NORTHEAST,1.0,3,27487,0,Residence Hall/Dormitory,1594504.875,Mono_usage,1,90,0,1,1,2,0.0,0.0,9162.333333333334
26911,NonResidential,Residence Hall,NORTHEAST,1.0,4,23616,0,Residence Hall/Dormitory,1656420.25,Mono_usage,1,90,0,1,1,2,0.0,0.0,5904.0
26922,NonResidential,Residence Hall,NORTHEAST,1.0,3,33448,0,Residence Hall/Dormitory,998633.5,Mono_usage,1,40,0,1,0,1,0.0,0.0,11149.333333333334
26924,Nonresidential COS,Mixed Use Property,EAST,0.0,2,29508,7120,Other - Recreation,2217620.0,Multi_usage,6,11,0,1,1,2,0.2773146265419547,0.22261759522841262,14754.0
26930,NonResidential,Senior Care Community,CENTRAL,1.0,2,74840,0,Senior Care Community,8268496.5,Mono_usage,1,29,0,1,1,2,0.0,0.0,37420.0
26933,Nonresidential COS,Other,CENTRAL,1.0,3,20992,0,Performing Arts,2473302.0,Multi_usage,3,103,0,1,1,2,0.2203220274390244,0.07931592987804878,6997.333333333333
26939,NonResidential,K-12 School,CENTRAL,1.0,2,22344,0,K-12 School,1522596.75,Mono_usage,1,91,0,1,1,2,0.0,0.0,11172.0
26956,NonResidential,University,EAST,1.0,3,31900,0,College/University,2466100.0,Mono_usage,1,95,0,1,1,2,0.0,0.0,10633.333333333334
26961,Nonresidential COS,Other,BALLARD,1.0,2,29417,0,Other - Recreation,1631479.125,Multi_usage,4,66,0,1,1,2,0.3041098684434171,0.04912125641635789,14708.5
26986,NonResidential,Supermarket / Grocery Store,SOUTHWEST,1.0,1,31841,0,Supermarket/Grocery Store,13140574.0,Multi_usage,2,19,0,1,1,2,0.029584497974309853,0.0,31841.0
26994,NonResidential,Mixed Use Property,EAST,1.0,2,21036,0,Parking,2735811.5,Multi_usage,5,28,0,1,1,2,0.3880965963110858,0.34607339798440767,10518.0
